seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
scaffold_0001	533968	533980	-	2	12	0.75	13	3	1.19	0.19	PNOV.TE.1.P00010290
scaffold_0001	553887	553887	-	1	3	1	1	0	2	1	PNOV.TE.1.P00010303
scaffold_0001	553915	553945	-	11	1225	0.89	31	-1.08	1.2	0.77	PNOV.TE.1.P00010303
scaffold_0001	586140	586151	-	2	10	0.7	12	-2.2	1.12	0.12	NA
scaffold_0001	600839	600847	-	2	15	0.67	9	-1.33	1.08	0.08	PNOV.TE.1.P00010328
scaffold_0001	607852	607852	-	1	34	1	1	0	2	1	PNOV.TE.1.P00010332
scaffold_0002	1057	1066	+	2	16	0.56	10	0.56	1.01	0.01	PNOV.TE.1.P00020001
scaffold_0002	7559	7559	+	1	3	1	1	0	2	1	PNOV.TE.1.P00020006
scaffold_0002	20512	20516	+	2	7	0.57	5	0.29	1.01	0.01	NA
scaffold_0002	31246	31290	+	11	164	0.43	45	-1.37	-0.68	0.22	PNOV.TE.1.P00020022
scaffold_0002	31388	31388	+	1	3	1	1	0	2	1	PNOV.TE.1.P00020022
scaffold_0002	36133	36133	+	1	8	1	1	0	2	1	PNOV.TE.1.P00020026
scaffold_0002	42113	42113	+	1	12	1	1	0	2	1	PNOV.TE.1.P00020032
scaffold_0002	46809	46813	+	3	25	0.68	5	0.84	0.79	0.24	PNOV.TE.1.P00020035
scaffold_0002	79107	79122	+	3	27	0.63	16	-2.2	0.72	0.19	PNOV.TE.1.P00020051
scaffold_0002	82378	82378	+	1	4	1	1	0	2	1	PNOV.TE.1.P00020054
scaffold_0002	108716	108716	+	1	7	1	1	0	2	1	PNOV.TE.1.P00020065
scaffold_0002	127596	127612	+	3	18	0.5	17	2.56	0.5	0.06	PNOV.TE.1.P00020073
scaffold_0002	131234	131234	+	1	6	1	1	0	2	1	PNOV.TE.1.P00020076
scaffold_0002	131261	131287	+	10	339	0.6	27	2.63	0.29	0.49	PNOV.TE.1.P00020076
scaffold_0002	131379	131404	+	3	9	0.33	26	1.83	0.42	0	PNOV.TE.1.P00020076
scaffold_0002	131819	131819	+	1	4	1	1	0	2	1	NA
scaffold_0002	134750	134750	+	1	13	1	1	0	2	1	PNOV.TE.1.P00020079
scaffold_0002	147436	147436	+	1	3	1	1	0	2	1	NA
scaffold_0002	180552	180552	+	1	4	1	1	0	2	1	PNOV.TE.1.P00020109
scaffold_0002	192610	192612	+	2	15	0.53	3	0.07	1	0	PNOV.TE.1.P00020118
scaffold_0002	193631	193635	+	2	28	0.68	5	0.71	1.09	0.09	PNOV.TE.1.P00020120
scaffold_0002	204162	204162	+	1	4	1	1	0	2	1	PNOV.TE.1.P00020126
scaffold_0002	204588	204588	+	1	3	1	1	0	2	1	NA
scaffold_0002	204704	204704	+	1	14	1	1	0	2	1	NA
scaffold_0002	204897	204897	+	1	3	1	1	0	2	1	NA
scaffold_0002	209035	209035	+	1	5	1	1	0	2	1	NA
scaffold_0002	209137	209137	+	1	3	1	1	0	2	1	NA
scaffold_0002	209173	209173	+	1	3	1	1	0	2	1	NA
scaffold_0002	213217	213217	+	1	3	1	1	0	2	1	NA
scaffold_0002	215556	215565	+	2	6	0.5	10	0	1	0	PNOV.TE.1.P00020135
scaffold_0002	250805	250805	+	1	7	1	1	0	2	1	PNOV.TE.1.P00020148
scaffold_0002	296899	296899	+	1	9	1	1	0	2	1	PNOV.TE.1.P00020163
scaffold_0002	303378	303378	+	1	6	1	1	0	2	1	PNOV.TE.1.P00020167
scaffold_0002	315948	315951	+	2	7	0.57	4	0.21	1.01	0.01	PNOV.TE.1.P00020175
scaffold_0002	317185	317185	+	1	3	1	1	0	2	1	NA
scaffold_0002	359866	359876	+	4	22	0.55	11	-2	0.29	0.15	PNOV.TE.1.P00020199
scaffold_0002	392382	392382	+	1	3	1	1	0	2	1	PNOV.TE.1.P00020214
scaffold_0002	444048	444048	+	1	3	1	1	0	2	1	NA
scaffold_0002	456129	456135	+	3	22	0.64	7	1.18	0.69	0.17	PNOV.TE.1.P00020253
scaffold_0002	470631	470631	+	1	9	1	1	0	2	1	PNOV.TE.1.P00020264
scaffold_0002	473662	473662	+	1	4	1	1	0	2	1	NA
scaffold_0002	477435	477436	+	2	20	0.85	2	0.35	1.39	0.39	PNOV.TE.1.P00020267
scaffold_0002	478694	478694	+	1	3	1	1	0	2	1	PNOV.TE.1.P00020268
scaffold_0002	499167	499167	+	1	4	1	1	0	2	1	PNOV.TE.1.P00020281
scaffold_0002	516984	516988	+	2	48	0.83	5	-1.33	1.35	0.35	PNOV.TE.1.P00020295
scaffold_0002	11734	11734	-	1	4	1	1	0	2	1	NA
scaffold_0002	17639	17639	-	1	3	1	1	0	2	1	PNOV.TE.1.P00020011
scaffold_0002	25707	25707	-	1	3	1	1	0	2	1	PNOV.TE.1.P00020017
scaffold_0002	25738	25755	-	7	127	0.27	18	-3.78	-0.54	0.1	PNOV.TE.1.P00020017
scaffold_0002	28746	28761	-	2	12	0.75	16	-3.75	1.19	0.19	PNOV.TE.1.P00020019
scaffold_0002	30935	30935	-	1	3	1	1	0	2	1	PNOV.TE.1.P00020021
scaffold_0002	31067	31067	-	1	66	1	1	0	2	1	PNOV.TE.1.P00020021
scaffold_0002	38370	38406	-	6	65	0.48	37	-5.83	-0.09	0.19	PNOV.TE.1.P00020028
scaffold_0002	51617	51627	-	3	51	0.59	11	3.35	0.78	0.23	PNOV.TE.1.P00020038
scaffold_0002	93607	93607	-	1	7	1	1	0	2	1	PNOV.TE.1.P00020060
scaffold_0002	95559	95559	-	1	4	1	1	0	2	1	PNOV.TE.1.P00020061
scaffold_0002	111986	111986	-	1	4	1	1	0	2	1	PNOV.TE.1.P00020066
scaffold_0002	112617	112617	-	1	3	1	1	0	2	1	PNOV.TE.1.P00020067
scaffold_0002	129239	129239	-	1	8	1	1	0	2	1	PNOV.TE.1.P00020074
scaffold_0002	141230	141236	-	2	7	0.57	7	-0.43	1.01	0.01	PNOV.TE.1.P00020085
scaffold_0002	164731	164739	-	3	34	0.53	9	-0.82	0.55	0.09	PNOV.TE.1.P00020099
scaffold_0002	167512	167512	-	1	5	1	1	0	2	1	PNOV.TE.1.P00020100
scaffold_0002	173628	173628	-	1	3	1	1	0	2	1	PNOV.TE.1.P00020103
scaffold_0002	178372	178372	-	1	3	1	1	0	2	1	NA
scaffold_0002	178923	178945	-	10	983	0.72	23	-6.79	0.62	0.58	PNOV.TE.1.P00020106
scaffold_0002	187735	187748	-	4	55	0.78	14	3.01	0.92	0.46	PNOV.TE.1.P00020115
scaffold_0002	190921	190925	-	3	120	0.57	5	0.67	0.79	0.24	PNOV.TE.1.P00020117
scaffold_0002	201459	201459	-	1	5	1	1	0	2	1	PNOV.TE.1.P00020124
scaffold_0002	214427	214427	-	1	9	1	1	0	2	1	PNOV.TE.1.P00020133
scaffold_0002	214533	214585	-	9	883	0.48	53	0.65	0.68	0.59	PNOV.TE.1.P00020133
scaffold_0002	217336	217336	-	1	13	1	1	0	2	1	PNOV.TE.1.P00020136
scaffold_0002	307701	307705	-	2	18	0.78	5	-1.11	1.24	0.24	PNOV.TE.1.P00020168
scaffold_0002	332518	332521	-	2	15	0.8	4	-0.9	1.28	0.28	PNOV.TE.1.P00020182
scaffold_0002	351807	351815	-	3	244	0.75	9	-2.73	1.12	0.45	PNOV.TE.1.P00020195
scaffold_0002	361709	361719	-	2	8	0.62	11	-1.25	1.05	0.05	PNOV.TE.1.P00020200
scaffold_0002	363635	363645	-	2	10	0.7	11	-2	1.12	0.12	NA
scaffold_0002	363765	363771	-	2	9	0.67	7	-1	1.08	0.08	NA
scaffold_0002	363807	363807	-	1	3	1	1	0	2	1	NA
scaffold_0002	363837	363854	-	4	15	0.4	18	-1.9	0.08	0.04	NA
scaffold_0002	375506	375506	-	1	12	1	1	0	2	1	PNOV.TE.1.P00020208
scaffold_0002	392399	392402	-	2	32	0.91	4	-1.22	1.55	0.55	PNOV.TE.1.P00020213
scaffold_0002	399594	399594	-	1	3	1	1	0	2	1	PNOV.TE.1.P00020217
scaffold_0002	412483	412487	-	3	113	0.83	5	-0.78	1.18	0.48	PNOV.TE.1.P00020226
scaffold_0002	414809	414809	-	1	9	1	1	0	2	1	NA
scaffold_0002	414839	414839	-	1	4	1	1	0	2	1	NA
scaffold_0002	415484	415486	-	2	13	0.77	3	-0.54	1.22	0.22	PNOV.TE.1.P00020228
scaffold_0002	436796	436796	-	1	31	1	1	0	2	1	PNOV.TE.1.P00020241
scaffold_0002	439312	439325	-	4	165	0.93	14	5.18	1.54	0.77	PNOV.TE.1.P00020242
scaffold_0002	440694	440694	-	1	3	1	1	0	2	1	PNOV.TE.1.P00020243
scaffold_0002	449751	449751	-	1	4	1	1	0	2	1	PNOV.TE.1.P00020249
scaffold_0002	492087	492087	-	1	5	1	1	0	2	1	PNOV.TE.1.P00020276
scaffold_0002	500993	500999	-	3	21	0.48	7	-0.71	0.56	0.09	PNOV.TE.1.P00020282
scaffold_0003	4057	4057	+	1	3	1	1	0	2	1	PNOV.TE.1.P00030001
scaffold_0003	13999	13999	+	1	23	1	1	0	2	1	PNOV.TE.1.P00030009
scaffold_0003	19874	19874	+	1	6	1	1	0	2	1	PNOV.TE.1.P00030012
scaffold_0003	21434	21434	+	1	8	1	1	0	2	1	PNOV.TE.1.P00030014
scaffold_0003	58832	58851	+	3	11	0.45	20	2.95	0.46	0.03	PNOV.TE.1.P00030033
scaffold_0003	70868	70881	+	3	41	0.66	14	2.35	0.74	0.2	PNOV.TE.1.P00030041
scaffold_0003	72435	72440	+	3	139	0.58	6	-1.51	0.8	0.24	PNOV.TE.1.P00030042
scaffold_0003	72557	72557	+	1	3	1	1	0	2	1	PNOV.TE.1.P00030042
scaffold_0003	88586	88586	+	1	4	1	1	0	2	1	PNOV.TE.1.P00030049
scaffold_0003	92707	92707	+	1	3	1	1	0	2	1	PNOV.TE.1.P00030052
scaffold_0003	97680	97680	+	1	5	1	1	0	2	1	PNOV.TE.1.P00030056
scaffold_0003	124561	124575	+	2	12	0.67	15	-2.33	1.08	0.08	PNOV.TE.1.P00030075
scaffold_0003	127569	127569	+	1	9	1	1	0	2	1	PNOV.TE.1.P00030077
scaffold_0003	128857	128857	+	1	12	1	1	0	2	1	PNOV.TE.1.P00030078
scaffold_0003	134877	134890	+	6	324	0.95	14	-5.23	1.6	0.85	PNOV.TE.1.P00030081
scaffold_0003	135045	135045	+	1	4	1	1	0	2	1	NA
scaffold_0003	169584	169584	+	1	4	1	1	0	2	1	PNOV.TE.1.P00030093
scaffold_0003	186435	186435	+	1	4	1	1	0	2	1	PNOV.TE.1.P00030101
scaffold_0003	227347	227347	+	1	3	1	1	0	2	1	PNOV.TE.1.P00030114
scaffold_0003	230867	230916	+	15	848	0.71	50	4.63	0.25	0.55	PNOV.TE.1.P00030116
scaffold_0003	231043	231051	+	2	7	0.57	9	-0.57	1.01	0.01	NA
scaffold_0003	231163	231163	+	1	3	1	1	0	2	1	NA
scaffold_0003	232521	232531	+	4	71	0.63	11	-0.3	0.56	0.28	PNOV.TE.1.P00030118
scaffold_0003	232707	232707	+	1	3	1	1	0	2	1	NA
scaffold_0003	232749	232824	+	11	69	0.41	76	7.07	-0.88	0.17	NA
scaffold_0003	232853	232924	+	9	72	0.29	72	-8.28	-0.91	0.08	NA
scaffold_0003	232964	232964	+	1	3	1	1	0	2	1	NA
scaffold_0003	232994	232994	+	1	3	1	1	0	2	1	NA
scaffold_0003	255334	255338	+	2	13	0.69	5	-0.77	1.11	0.11	PNOV.TE.1.P00030133
scaffold_0003	256546	256546	+	1	17	1	1	0	2	1	PNOV.TE.1.P00030134
scaffold_0003	265459	265459	+	1	6	1	1	0	2	1	PNOV.TE.1.P00030140
scaffold_0003	306729	306729	+	1	4	1	1	0	2	1	PNOV.TE.1.P00030158
scaffold_0003	311851	311880	+	8	74	0.27	30	-6.24	-0.61	0.13	PNOV.TE.1.P00030163
scaffold_0003	333729	333729	+	1	72	1	1	0	2	1	PNOV.TE.1.P00030177
scaffold_0003	334501	334521	+	3	12	0.42	21	0.67	0.45	0.02	PNOV.TE.1.P00030178
scaffold_0003	335390	335390	+	1	3	1	1	0	2	1	NA
scaffold_0003	348573	348573	+	1	8	1	1	0	2	1	PNOV.TE.1.P00030183
scaffold_0003	360406	360406	+	1	5	1	1	0	2	1	PNOV.TE.1.P00030194
scaffold_0003	366833	366841	+	5	32	0.34	9	-0.69	-0.18	0.06	PNOV.TE.1.P00030200
scaffold_0003	368599	368599	+	1	13	1	1	0	2	1	PNOV.TE.1.P00030202
scaffold_0003	369101	369101	+	1	4	1	1	0	2	1	NA
scaffold_0003	369167	369167	+	1	3	1	1	0	2	1	NA
scaffold_0003	372649	372655	+	3	44	0.59	7	-1.8	0.63	0.14	PNOV.TE.1.P00030205
scaffold_0003	388880	388883	+	2	12	0.75	4	-0.75	1.19	0.19	PNOV.TE.1.P00030214
scaffold_0003	403363	403363	+	1	5	1	1	0	2	1	NA
scaffold_0003	406933	406933	+	1	4	1	1	0	2	1	NA
scaffold_0003	411394	411394	+	1	5	1	1	0	2	1	PNOV.TE.1.P00030225
scaffold_0003	413076	413076	+	1	5	1	1	0	2	1	PNOV.TE.1.P00030226
scaffold_0003	416750	416757	+	3	47	0.79	8	-0.88	1.07	0.41	PNOV.TE.1.P00030229
scaffold_0003	427537	427548	+	3	61	0.62	12	2.68	0.68	0.17	PNOV.TE.1.P00030236
scaffold_0003	432847	432847	+	1	8	1	1	0	2	1	PNOV.TE.1.P00030239
scaffold_0003	435494	435494	+	1	4	1	1	0	2	1	PNOV.TE.1.P00030240
scaffold_0003	446597	446597	+	1	3	1	1	0	2	1	PNOV.TE.1.P00030247
scaffold_0003	459172	459191	+	10	206	0.25	20	-2.43	-0.91	0.13	PNOV.TE.1.P00030252
scaffold_0003	459235	459235	+	1	6	1	1	0	2	1	PNOV.TE.1.P00030252
scaffold_0003	3984	3984	-	1	10	1	1	0	2	1	NA
scaffold_0003	29793	29793	-	1	16	1	1	0	2	1	PNOV.TE.1.P00030017
scaffold_0003	34363	34363	-	1	5	1	1	0	2	1	NA
scaffold_0003	40466	40466	-	1	3	1	1	0	2	1	PNOV.TE.1.P00030024
scaffold_0003	50719	50719	-	1	4	1	1	0	2	1	PNOV.TE.1.P00030026
scaffold_0003	62107	62112	-	2	28	0.86	6	-1.79	1.41	0.41	PNOV.TE.1.P00030034
scaffold_0003	99491	99491	-	1	4	1	1	0	2	1	PNOV.TE.1.P00030057
scaffold_0003	99530	99556	-	16	324	0.59	27	-5.66	-0.37	0.41	PNOV.TE.1.P00030057
scaffold_0003	100249	100311	-	33	12587	0.9	63	18.55	1.19	0.84	PNOV.TE.1.P00030058
scaffold_0003	107877	107877	-	1	4	1	1	0	2	1	PNOV.TE.1.P00030062
scaffold_0003	120261	120274	-	3	34	0.62	14	-1.82	0.7	0.18	NA
scaffold_0003	147867	147869	-	2	12	0.75	3	0.5	1.19	0.19	PNOV.TE.1.P00030083
scaffold_0003	148119	148119	-	1	3	1	1	0	2	1	NA
scaffold_0003	148185	148188	-	2	7	0.57	4	0.21	1.01	0.01	NA
scaffold_0003	148242	148255	-	4	25	0.56	14	2.94	0.33	0.17	NA
scaffold_0003	148323	148324	-	2	12	0.58	2	0.08	1.02	0.02	NA
scaffold_0003	148352	148353	-	2	12	0.75	2	0.25	1.19	0.19	NA
scaffold_0003	148404	148404	-	1	4	1	1	0	2	1	NA
scaffold_0003	149095	149112	-	3	28	0.36	18	3.29	0.42	0	PNOV.TE.1.P00030084
scaffold_0003	174068	174068	-	1	3	1	1	0	2	1	NA
scaffold_0003	174949	174957	-	3	15	0.4	9	0.53	0.43	0.01	PNOV.TE.1.P00030094
scaffold_0003	178389	178389	-	1	5	1	1	0	2	1	PNOV.TE.1.P00030095
scaffold_0003	192795	192795	-	1	4	1	1	0	2	1	PNOV.TE.1.P00030103
scaffold_0003	192947	192960	-	4	55	0.62	14	-3.79	0.56	0.28	PNOV.TE.1.P00030103
scaffold_0003	193992	193994	-	2	12	0.58	3	0.17	1.02	0.02	PNOV.TE.1.P00030104
scaffold_0003	196518	196518	-	1	3	1	1	0	2	1	PNOV.TE.1.P00030106
scaffold_0003	204724	204724	-	1	3	1	1	0	2	1	NA
scaffold_0003	209100	209100	-	1	3	1	1	0	2	1	NA
scaffold_0003	210043	210043	-	1	3	1	1	0	2	1	NA
scaffold_0003	212022	212022	-	1	3	1	1	0	2	1	NA
scaffold_0003	213268	213280	-	2	34	0.88	13	4.59	1.48	0.48	NA
scaffold_0003	213316	213316	-	1	3	1	1	0	2	1	NA
scaffold_0003	213385	213385	-	1	3	1	1	0	2	1	NA
scaffold_0003	213418	213433	-	2	8	0.62	16	-1.88	1.05	0.05	NA
scaffold_0003	213472	213472	-	1	5	1	1	0	2	1	NA
scaffold_0003	213536	213536	-	1	3	1	1	0	2	1	NA
scaffold_0003	215176	215176	-	1	6	1	1	0	2	1	NA
scaffold_0003	217519	217519	-	1	5	1	1	0	2	1	NA
scaffold_0003	218290	218290	-	1	14	1	1	0	2	1	PNOV.TE.1.P00030110
scaffold_0003	222985	222985	-	1	3	1	1	0	2	1	PNOV.TE.1.P00030111
scaffold_0003	235887	235890	-	2	11	0.73	4	-0.68	1.15	0.15	PNOV.TE.1.P00030119
scaffold_0003	246187	246193	-	2	6	0.5	7	0	1	0	PNOV.TE.1.P00030127
scaffold_0003	261100	261124	-	2	36	0.83	25	8	1.35	0.35	PNOV.TE.1.P00030137
scaffold_0003	316939	316942	-	2	7	0.57	4	-0.21	1.01	0.01	PNOV.TE.1.P00030165
scaffold_0003	325293	325293	-	1	11	1	1	0	2	1	PNOV.TE.1.P00030171
scaffold_0003	327515	327515	-	1	3	1	1	0	2	1	NA
scaffold_0003	327960	327991	-	4	30	0.37	32	-5	0.12	0.06	PNOV.TE.1.P00030173
scaffold_0003	352404	352404	-	1	3	1	1	0	2	1	PNOV.TE.1.P00030184
scaffold_0003	354429	354445	-	3	36	0.56	17	3.94	0.61	0.12	PNOV.TE.1.P00030188
scaffold_0003	363406	363406	-	1	3	1	1	0	2	1	PNOV.TE.1.P00030196
