seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
scf7180000129079	127145	127145	+	1	5	1	1	0	2	1	NA
scf7180000129079	127695	127695	+	1	6	1	1	0	2	1	NA
scf7180000129079	127819	127819	+	1	6	1	1	0	2	1	NA
scf7180000129079	132123	132136	+	2	10	0.5	14	0	1	0	PTRED.209.2.P71800001290790070
scf7180000129079	132982	132994	+	2	49	0.61	13	1.35	1.04	0.04	PTRED.209.2.P71800001290790071
scf7180000129079	133045	133095	+	5	155	0.53	51	8.55	0.11	0.19	PTRED.209.2.P71800001290790071
scf7180000129079	133159	133183	+	2	66	0.85	25	-8.36	1.39	0.39	NA
scf7180000129079	133228	133333	+	8	144	0.28	106	-18.94	-0.59	0.14	NA
scf7180000129079	133389	133389	+	1	8	1	1	0	2	1	NA
scf7180000129079	133474	133474	+	1	16	1	1	0	2	1	NA
scf7180000129079	133576	133576	+	1	11	1	1	0	2	1	NA
scf7180000129079	133636	133636	+	1	9	1	1	0	2	1	NA
scf7180000129079	133702	133702	+	1	98	1	1	0	2	1	NA
scf7180000129079	133802	133802	+	1	107	1	1	0	2	1	NA
scf7180000129079	133882	133910	+	2	15	0.53	29	0.93	1	0	NA
scf7180000129079	135880	135880	+	1	53	1	1	0	2	1	PTRED.209.2.P71800001290790073
scf7180000129079	158179	158213	+	2	55	0.85	35	12.05	1.4	0.4	PTRED.209.2.P71800001290790092
scf7180000129079	158288	158288	+	1	36	1	1	0	2	1	PTRED.209.2.P71800001290790092
scf7180000129079	158767	158767	+	1	5	1	1	0	2	1	NA
scf7180000129079	159069	159069	+	1	11	1	1	0	2	1	NA
scf7180000129079	159815	159815	+	1	5	1	1	0	2	1	NA
scf7180000129079	159989	160027	+	2	14	0.5	39	0	1	0	NA
scf7180000129079	160071	160071	+	1	8	1	1	0	2	1	NA
scf7180000129079	174065	174065	+	1	94	1	1	0	2	1	PTRED.209.2.P71800001290790100
scf7180000129079	187987	187987	+	1	13	1	1	0	2	1	NA
scf7180000129079	209713	209713	+	1	5	1	1	0	2	1	NA
scf7180000129079	209802	209802	+	1	39	1	1	0	2	1	NA
scf7180000129079	210207	210207	+	1	5	1	1	0	2	1	NA
scf7180000129079	213207	213207	+	1	8	1	1	0	2	1	NA
scf7180000129079	213515	213515	+	1	17	1	1	0	2	1	PTRED.209.2.P71800001290790125
scf7180000129079	213567	213567	+	1	6	1	1	0	2	1	PTRED.209.2.P71800001290790125
scf7180000129079	230982	230982	+	1	14	1	1	0	2	1	NA
scf7180000129079	255273	255344	+	9	182	0.27	72	-3.87	-0.69	0.15	PTRED.209.2.P71800001290790152
scf7180000129079	255387	255471	+	5	52	0.38	85	-2.87	-0.15	0.07	PTRED.209.2.P71800001290790152
scf7180000129079	255568	255568	+	1	5	1	1	0	2	1	NA
scf7180000129079	255645	255664	+	2	14	0.5	20	0	1	0	NA
scf7180000129079	255717	255742	+	2	53	0.83	26	-8.25	1.34	0.34	NA
scf7180000129079	255847	255847	+	1	5	1	1	0	2	1	NA
scf7180000129079	269591	269591	+	1	32	1	1	0	2	1	NA
scf7180000129079	271667	271667	+	1	29	1	1	0	2	1	NA
scf7180000129079	305807	305807	+	1	7	1	1	0	2	1	PTRED.209.2.P71800001290790181
scf7180000129079	317183	317183	+	1	9	1	1	0	2	1	NA
scf7180000129079	319933	320273	+	36	4847	0.39	341	-24.94	-1.45	0.33	PTRED.209.2.P71800001290790191
scf7180000129079	320349	320359	+	2	63	0.92	11	-4.21	1.6	0.6	NA
scf7180000129079	320410	320569	+	10	277	0.2	160	-9.47	-1.03	0.09	NA
scf7180000129079	320616	320635	+	3	21	0.38	20	1.4	0.42	0.01	NA
scf7180000129079	340360	340360	+	1	18	1	1	0	2	1	PTRED.209.2.P71800001290790200
scf7180000129079	340905	340905	+	1	7	1	1	0	2	1	NA
scf7180000129079	342591	342612	+	2	104	0.87	22	-7.67	1.43	0.43	NA
scf7180000129079	342996	342996	+	1	29	1	1	0	2	1	NA
scf7180000129079	343052	343052	+	1	49	1	1	0	2	1	NA
scf7180000129079	344811	344811	+	1	24	1	1	0	2	1	NA
scf7180000129079	345315	345315	+	1	8	1	1	0	2	1	NA
scf7180000129079	345371	345404	+	2	97	0.88	34	12.42	1.46	0.46	NA
scf7180000129079	345584	345584	+	1	19	1	1	0	2	1	NA
scf7180000129079	367226	367226	+	1	7	1	1	0	2	1	NA
scf7180000129079	370542	370542	+	1	7	1	1	0	2	1	NA
scf7180000129079	371186	371186	+	1	5	1	1	0	2	1	NA
scf7180000129079	373401	373411	+	2	36	0.64	11	-1.39	1.06	0.06	PTRED.209.2.P71800001290790216
scf7180000129079	377208	377208	+	1	14	1	1	0	2	1	PTRED.209.2.P71800001290790219
scf7180000129079	377300	377300	+	1	16	1	1	0	2	1	PTRED.209.2.P71800001290790219
scf7180000129079	377378	377412	+	2	57	0.67	35	-5.67	1.08	0.08	NA
scf7180000129079	377533	377533	+	1	17	1	1	0	2	1	NA
scf7180000129079	377668	377668	+	1	7	1	1	0	2	1	NA
scf7180000129079	377764	377764	+	1	6	1	1	0	2	1	NA
scf7180000129079	377847	377847	+	1	5	1	1	0	2	1	NA
scf7180000129079	377897	377897	+	1	293	1	1	0	2	1	NA
scf7180000129079	378993	379026	+	3	50	0.72	34	-7.44	0.88	0.29	NA
scf7180000129079	379091	379091	+	1	28	1	1	0	2	1	NA
scf7180000129079	379150	379150	+	1	60	1	1	0	2	1	NA
scf7180000129079	379192	379192	+	1	6	1	1	0	2	1	NA
scf7180000129079	401456	401456	+	1	5	1	1	0	2	1	NA
scf7180000129079	402327	402327	+	1	63	1	1	0	2	1	NA
scf7180000129079	403833	403887	+	4	508	0.75	55	0.71	0.95	0.47	NA
scf7180000129079	415052	415052	+	1	9	1	1	0	2	1	NA
scf7180000129079	426053	426056	+	2	11	0.55	4	0.14	1.01	0.01	NA
scf7180000129079	10222	10222	-	1	8	1	1	0	2	1	NA
scf7180000129079	12036	12036	-	1	5	1	1	0	2	1	NA
scf7180000129079	31865	31865	-	1	15	1	1	0	2	1	NA
scf7180000129079	33515	33515	-	1	6	1	1	0	2	1	NA
scf7180000129079	34585	34585	-	1	21	1	1	0	2	1	NA
scf7180000129079	34988	35000	-	2	41	0.61	13	-1.32	1.04	0.04	NA
scf7180000129079	35413	35413	-	1	5	1	1	0	2	1	PTRED.209.2.P71800001290790018
scf7180000129079	35476	35476	-	1	7	1	1	0	2	1	PTRED.209.2.P71800001290790018
scf7180000129079	42338	42338	-	1	6	1	1	0	2	1	NA
scf7180000129079	43664	43664	-	1	15	1	1	0	2	1	PTRED.209.2.P71800001290790024
scf7180000129079	52009	52009	-	1	209	1	1	0	2	1	PTRED.209.2.P71800001290790030
scf7180000129079	70637	70637	-	1	5	1	1	0	2	1	NA
scf7180000129079	73887	73914	-	2	46	0.57	28	1.76	1.01	0.01	NA
scf7180000129079	74002	74002	-	1	8	1	1	0	2	1	NA
scf7180000129079	74315	74315	-	1	12	1	1	0	2	1	NA
scf7180000129079	76067	76067	-	1	19	1	1	0	2	1	NA
scf7180000129079	90996	90996	-	1	5	1	1	0	2	1	NA
scf7180000129079	91083	91083	-	1	6	1	1	0	2	1	NA
scf7180000129079	92043	92043	-	1	5	1	1	0	2	1	PTRED.209.2.P71800001290790046
scf7180000129079	95906	95906	-	1	14	1	1	0	2	1	PTRED.209.2.P71800001290790049
scf7180000129079	102389	102389	-	1	6	1	1	0	2	1	PTRED.209.2.P71800001290790054
scf7180000129079	115973	115973	-	1	9	1	1	0	2	1	NA
scf7180000129079	116072	116084	-	4	100	0.83	13	4.69	1.08	0.54	NA
scf7180000129079	116152	116152	-	1	33	1	1	0	2	1	NA
scf7180000129079	116207	116217	-	3	36	0.53	11	2.53	0.54	0.08	PTRED.209.2.P71800001290790062
scf7180000129079	116292	116398	-	10	750	0.39	107	21.8	-0.07	0.38	PTRED.209.2.P71800001290790062
scf7180000129079	117109	117133	-	2	15	0.67	25	-4	1.08	0.08	NA
scf7180000129079	117273	117273	-	1	31	1	1	0	2	1	NA
scf7180000129079	117324	117324	-	1	16	1	1	0	2	1	NA
scf7180000129079	117394	117394	-	1	5	1	1	0	2	1	NA
scf7180000129079	117549	117549	-	1	26	1	1	0	2	1	NA
scf7180000129079	117642	117642	-	1	16	1	1	0	2	1	NA
scf7180000129079	117687	117687	-	1	24	1	1	0	2	1	NA
scf7180000129079	119582	119582	-	1	10	1	1	0	2	1	NA
scf7180000129079	119773	119773	-	1	8	1	1	0	2	1	PTRED.209.2.P71800001290790065
scf7180000129079	119872	119872	-	1	36	1	1	0	2	1	PTRED.209.2.P71800001290790065
scf7180000129079	130385	130385	-	1	5	1	1	0	2	1	NA
scf7180000129079	140761	140761	-	1	20	1	1	0	2	1	NA
scf7180000129079	144239	144239	-	1	9	1	1	0	2	1	PTRED.209.2.P71800001290790081
scf7180000129079	144377	144377	-	1	7	1	1	0	2	1	PTRED.209.2.P71800001290790081
scf7180000129079	147201	147211	-	2	28	0.71	11	2.14	1.14	0.14	NA
scf7180000129079	147563	147563	-	1	13	1	1	0	2	1	NA
scf7180000129079	147766	147766	-	1	13	1	1	0	2	1	NA
scf7180000129079	147815	147933	-	7	238	0.69	119	36.9	0.35	0.41	NA
scf7180000129079	148037	148140	-	10	628	0.69	104	-8.33	0.22	0.47	PTRED.209.2.P71800001290790085
scf7180000129079	152300	152300	-	1	6	1	1	0	2	1	NA
scf7180000129079	153960	153960	-	1	7	1	1	0	2	1	NA
scf7180000129079	154028	154028	-	1	9	1	1	0	2	1	PTRED.209.2.P71800001290790089
scf7180000129079	156275	156275	-	1	8	1	1	0	2	1	NA
scf7180000129079	156340	156340	-	1	8	1	1	0	2	1	NA
scf7180000129079	156489	156723	-	45	8014	0.19	235	67.45	-1.91	0.29	NA
scf7180000129079	156874	156898	-	2	17	0.53	25	-0.71	1	0	NA
scf7180000129079	156968	156968	-	1	18	1	1	0	2	1	NA
scf7180000129079	157039	157039	-	1	40	1	1	0	2	1	NA
scf7180000129079	157155	157155	-	1	62	1	1	0	2	1	NA
scf7180000129079	157378	157378	-	1	12	1	1	0	2	1	NA
scf7180000129079	166041	166041	-	1	11	1	1	0	2	1	NA
scf7180000129079	166199	166231	-	3	25	0.56	33	3.32	0.57	0.1	NA
scf7180000129079	167029	167029	-	1	9	1	1	0	2	1	NA
scf7180000129079	171240	171240	-	1	11	1	1	0	2	1	NA
scf7180000129079	173132	173132	-	1	41	1	1	0	2	1	NA
scf7180000129079	173317	173317	-	1	8	1	1	0	2	1	PTRED.209.2.P71800001290790098
scf7180000129079	173407	173407	-	1	9	1	1	0	2	1	PTRED.209.2.P71800001290790098
scf7180000129079	191912	191912	-	1	42	1	1	0	2	1	NA
scf7180000129079	200334	200347	-	3	96	0.73	14	-3.33	0.91	0.31	PTRED.209.2.P71800001290790116
scf7180000129079	234490	234490	-	1	12	1	1	0	2	1	NA
scf7180000129079	234566	234566	-	1	6	1	1	0	2	1	NA
scf7180000129079	235018	235018	-	1	17	1	1	0	2	1	PTRED.209.2.P71800001290790136
scf7180000129079	235622	235622	-	1	29	1	1	0	2	1	PTRED.209.2.P71800001290790137
scf7180000129079	235664	235664	-	1	28	1	1	0	2	1	PTRED.209.2.P71800001290790137
scf7180000129079	235748	235748	-	1	9	1	1	0	2	1	PTRED.209.2.P71800001290790137
scf7180000129079	236605	236605	-	1	12	1	1	0	2	1	NA
scf7180000129079	240092	240092	-	1	42	1	1	0	2	1	NA
scf7180000129079	240823	240845	-	2	27	0.59	23	2.04	1.02	0.02	NA
scf7180000129079	241069	241069	-	1	30	1	1	0	2	1	PTRED.209.2.P71800001290790139
scf7180000129079	242648	242648	-	1	30	1	1	0	2	1	NA
scf7180000129079	243554	243554	-	1	5	1	1	0	2	1	PTRED.209.2.P71800001290790142
scf7180000129079	243787	243787	-	1	6	1	1	0	2	1	NA
scf7180000129079	250892	250892	-	1	8	1	1	0	2	1	NA
scf7180000129079	251433	251433	-	1	17	1	1	0	2	1	NA
scf7180000129079	251644	251644	-	1	28	1	1	0	2	1	NA
scf7180000129079	251687	251687	-	1	8	1	1	0	2	1	NA
scf7180000129079	251762	251762	-	1	11	1	1	0	2	1	NA
scf7180000129079	259659	259659	-	1	11	1	1	0	2	1	NA
scf7180000129079	262221	262221	-	1	14	1	1	0	2	1	NA
scf7180000129079	263373	263373	-	1	13	1	1	0	2	1	NA
scf7180000129079	263499	263499	-	1	52	1	1	0	2	1	PTRED.209.2.P71800001290790155
scf7180000129079	265534	265539	-	3	33	0.45	6	0.2	0.48	0.04	NA
scf7180000129079	265635	265681	-	3	65	0.48	47	5.4	0.65	0.15	PTRED.209.2.P71800001290790157
scf7180000129079	265721	265721	-	1	21	1	1	0	2	1	PTRED.209.2.P71800001290790157
scf7180000129079	265762	265784	-	5	76	0.59	23	-4.82	0.24	0.24	PTRED.209.2.P71800001290790157
scf7180000129079	277950	277950	-	1	6	1	1	0	2	1	NA
scf7180000129079	279267	279296	-	2	39	0.85	30	-10.04	1.38	0.38	PTRED.209.2.P71800001290790165
scf7180000129079	279426	279426	-	1	55	1	1	0	2	1	PTRED.209.2.P71800001290790165
scf7180000129079	293085	293085	-	1	7	1	1	0	2	1	NA
scf7180000129079	293248	293248	-	1	7	1	1	0	2	1	NA
scf7180000129079	293403	293403	-	1	26	1	1	0	2	1	PTRED.209.2.P71800001290790175
scf7180000129079	295351	295351	-	1	23	1	1	0	2	1	NA
scf7180000129079	295969	295969	-	1	8	1	1	0	2	1	NA
scf7180000129079	296257	296257	-	1	7	1	1	0	2	1	NA
scf7180000129079	296452	296452	-	1	15	1	1	0	2	1	NA
scf7180000129079	296587	296615	-	2	78	0.92	29	11.85	1.61	0.61	NA
scf7180000129079	296716	296716	-	1	9	1	1	0	2	1	NA
scf7180000129079	296766	296773	-	2	19	0.53	8	-0.18	1	0	PTRED.209.2.P71800001290790176
scf7180000129079	296874	296874	-	1	9	1	1	0	2	1	PTRED.209.2.P71800001290790176
scf7180000129079	297223	297223	-	1	15	1	1	0	2	1	PTRED.209.2.P71800001290790177
scf7180000129079	297334	297334	-	1	19	1	1	0	2	1	PTRED.209.2.P71800001290790177
scf7180000129079	310573	310573	-	1	41	1	1	0	2	1	NA
scf7180000129079	310831	310831	-	1	33	1	1	0	2	1	PTRED.209.2.P71800001290790184
scf7180000129079	316227	316227	-	1	56	1	1	0	2	1	NA
scf7180000129079	339392	339392	-	1	23	1	1	0	2	1	PTRED.209.2.P71800001290790198
scf7180000129079	339452	339452	-	1	9	1	1	0	2	1	PTRED.209.2.P71800001290790198
scf7180000129079	339493	339529	-	5	163	0.83	37	-12.9	1	0.57	PTRED.209.2.P71800001290790198
scf7180000129079	374065	374065	-	1	12	1	1	0	2	1	NA
scf7180000129079	374123	374153	-	3	24	0.5	31	-7.25	0.5	0.05	NA
scf7180000129079	374349	374474	-	12	563	0.45	126	14.45	-0.62	0.27	NA
scf7180000129079	374517	374517	-	1	7	1	1	0	2	1	NA
scf7180000129079	374564	374564	-	1	6	1	1	0	2	1	NA
scf7180000129079	374639	374639	-	1	19	1	1	0	2	1	NA
scf7180000129079	374699	374699	-	1	12	1	1	0	2	1	NA
scf7180000129079	374964	374964	-	1	6	1	1	0	2	1	NA
scf7180000129079	375101	375101	-	1	8	1	1	0	2	1	NA
scf7180000129079	375157	375157	-	1	6	1	1	0	2	1	NA
scf7180000129079	375340	375340	-	1	28	1	1	0	2	1	NA
scf7180000129079	375387	375395	-	2	12	0.58	9	0.67	1.02	0.02	NA
scf7180000129079	375537	375550	-	2	15	0.6	14	-1.3	1.03	0.03	PTRED.209.2.P71800001290790217
scf7180000129079	375678	375687	-	3	20	0.4	10	-0.2	0.44	0.02	PTRED.209.2.P71800001290790217
scf7180000129079	382464	382464	-	1	11	1	1	0	2	1	PTRED.209.2.P71800001290790223
scf7180000129079	393777	393777	-	1	28	1	1	0	2	1	NA
scf7180000129079	407440	407440	-	1	30	1	1	0	2	1	NA
scf7180000129079	407763	407763	-	1	8	1	1	0	2	1	PTRED.209.2.P71800001290790236
scf7180000129079	408926	408926	-	1	27	1	1	0	2	1	NA
scf7180000129079	412540	412540	-	1	8	1	1	0	2	1	NA
scf7180000129079	412605	412664	-	3	34	0.5	60	-2.82	0.56	0.09	NA
scf7180000129079	412869	412869	-	1	33	1	1	0	2	1	NA
scf7180000129079	415625	415633	-	2	19	0.74	9	1.89	1.17	0.17	NA
scf7180000129079	415697	415697	-	1	34	1	1	0	2	1	NA
scf7180000129079	415890	415890	-	1	31	1	1	0	2	1	NA
scf7180000129079	415955	415967	-	2	11	0.55	13	-0.55	1.01	0.01	NA
scf7180000129079	438216	438216	-	1	10	1	1	0	2	1	PTRED.209.2.P71800001290790256
scf7180000129082	22491	22491	+	1	9	1	1	0	2	1	PTRED.209.2.P71800001290820011
scf7180000129082	25018	25018	+	1	5	1	1	0	2	1	NA
scf7180000129082	25919	25919	+	1	16	1	1	0	2	1	NA
scf7180000129082	31724	31724	+	1	12	1	1	0	2	1	PTRED.209.2.P71800001290820016
scf7180000129082	60531	60531	+	1	56	1	1	0	2	1	PTRED.209.2.P71800001290820029
scf7180000129082	60788	60804	+	3	45	0.49	17	4.36	0.58	0.1	NA
scf7180000129082	60877	60878	+	2	11	0.55	2	0.05	1.01	0.01	NA
scf7180000129082	60941	60979	+	3	35	0.43	39	0.11	0.45	0.02	NA
scf7180000129082	61037	61061	+	2	190	0.81	25	7.45	1.3	0.3	NA
scf7180000129082	61140	61155	+	2	19	0.68	16	-2.76	1.1	0.1	NA
scf7180000129082	61348	61375	+	2	28	0.64	28	-3.86	1.06	0.06	NA
scf7180000129082	61785	61810	+	2	16	0.62	26	-3.12	1.05	0.05	NA
scf7180000129082	62062	62062	+	1	16	1	1	0	2	1	NA
scf7180000129082	62197	62197	+	1	8	1	1	0	2	1	NA
scf7180000129082	62319	62319	+	1	10	1	1	0	2	1	NA
scf7180000129082	62704	62704	+	1	15	1	1	0	2	1	NA
scf7180000129082	85229	85229	+	1	224	1	1	0	2	1	NA
scf7180000129082	85742	85742	+	1	5	1	1	0	2	1	NA
scf7180000129082	94981	94981	+	1	10	1	1	0	2	1	NA
scf7180000129082	101837	101837	+	1	22	1	1	0	2	1	NA
scf7180000129082	101997	101997	+	1	10	1	1	0	2	1	NA
scf7180000129082	118753	118753	+	1	20	1	1	0	2	1	NA
scf7180000129082	119478	119478	+	1	5	1	1	0	2	1	NA
scf7180000129082	119797	119797	+	1	91	1	1	0	2	1	NA
scf7180000129082	124150	124150	+	1	67	1	1	0	2	1	PTRED.209.2.P71800001290820060
scf7180000129082	124455	124455	+	1	5	1	1	0	2	1	NA
scf7180000129082	125337	125337	+	1	11	1	1	0	2	1	NA
scf7180000129082	127078	127078	+	1	9	1	1	0	2	1	NA
scf7180000129082	131278	131278	+	1	5	1	1	0	2	1	PTRED.209.2.P71800001290820061
scf7180000129082	132000	132000	+	1	11	1	1	0	2	1	PTRED.209.2.P71800001290820062
scf7180000129082	132390	132390	+	1	11	1	1	0	2	1	NA
scf7180000129082	135701	135701	+	1	8	1	1	0	2	1	NA
scf7180000129082	143820	143889	+	14	3241	0.36	70	-16.48	-0.58	0.32	PTRED.209.2.P71800001290820071
scf7180000129082	143957	144090	+	14	557	0.33	134	12.06	-0.85	0.25	PTRED.209.2.P71800001290820071
scf7180000129082	144152	144210	+	5	93	0.42	59	-7.19	-0.05	0.12	NA
scf7180000129082	156647	156743	+	9	305	0.57	97	-35.71	-0.13	0.33	PTRED.209.2.P71800001290820076
scf7180000129082	157156	157156	+	1	10	1	1	0	2	1	NA
scf7180000129082	160420	160422	+	2	19	0.63	3	-0.26	1.05	0.05	NA
scf7180000129082	160532	160558	+	2	56	0.5	27	0	1	0	NA
scf7180000129082	160646	160646	+	1	8	1	1	0	2	1	NA
scf7180000129082	160769	160769	+	1	17	1	1	0	2	1	NA
scf7180000129082	160842	160842	+	1	7	1	1	0	2	1	NA
scf7180000129082	197698	197710	+	2	11	0.55	13	0.55	1.01	0.01	PTRED.209.2.P71800001290820102
scf7180000129082	210925	210941	+	4	106	0.58	17	0.35	0.41	0.21	PTRED.209.2.P71800001290820110
scf7180000129082	210997	211004	+	2	79	0.85	8	-2.44	1.39	0.39	PTRED.209.2.P71800001290820110
scf7180000129082	211062	211074	+	2	95	0.69	13	-2.34	1.11	0.11	PTRED.209.2.P71800001290820110
scf7180000129082	211196	211228	+	3	70	0.57	33	-5.29	0.68	0.17	NA
scf7180000129082	211290	211290	+	1	9	1	1	0	2	1	NA
scf7180000129082	211338	211355	+	2	12	0.58	18	1.42	1.02	0.02	NA
scf7180000129082	211525	211525	+	1	12	1	1	0	2	1	NA
scf7180000129082	211608	211608	+	1	27	1	1	0	2	1	NA
scf7180000129082	220600	220600	+	1	10	1	1	0	2	1	NA
scf7180000129082	221276	221276	+	1	37	1	1	0	2	1	NA
scf7180000129082	221327	221327	+	1	8	1	1	0	2	1	NA
scf7180000129082	221423	221423	+	1	25	1	1	0	2	1	NA
scf7180000129082	974	974	-	1	34	1	1	0	2	1	PTRED.209.2.P71800001290820001
scf7180000129082	67206	67206	-	1	13	1	1	0	2	1	NA
scf7180000129082	68486	68486	-	1	17	1	1	0	2	1	NA
scf7180000129082	72652	72652	-	1	9	1	1	0	2	1	NA
scf7180000129082	72873	72906	-	2	20	0.65	34	-4.95	1.07	0.07	NA
scf7180000129082	72986	72986	-	1	8	1	1	0	2	1	NA
scf7180000129082	73629	73629	-	1	28	1	1	0	2	1	NA
scf7180000129082	139445	139445	-	1	7	1	1	0	2	1	PTRED.209.2.P71800001290820068
scf7180000129082	162072	162075	-	2	79	0.94	4	1.31	1.66	0.66	NA
scf7180000129082	164460	164460	-	1	19	1	1	0	2	1	NA
scf7180000129082	166242	166242	-	1	22	1	1	0	2	1	NA
scf7180000129082	167520	167520	-	1	8	1	1	0	2	1	NA
scf7180000129082	177824	177824	-	1	16	1	1	0	2	1	NA
scf7180000129082	178156	178156	-	1	9	1	1	0	2	1	NA
scf7180000129082	178597	178597	-	1	11	1	1	0	2	1	NA
scf7180000129082	178999	179010	-	2	48	0.83	12	-3.67	1.35	0.35	PTRED.209.2.P71800001290820090
scf7180000129082	183153	183153	-	1	41	1	1	0	2	1	PTRED.209.2.P71800001290820092
scf7180000129082	184437	184437	-	1	21	1	1	0	2	1	NA
scf7180000129082	184509	184549	-	4	79	0.54	41	6.71	0.32	0.16	NA
scf7180000129082	184790	184790	-	1	7	1	1	0	2	1	NA
scf7180000129082	184892	184892	-	1	56	1	1	0	2	1	PTRED.209.2.P71800001290820094
scf7180000129082	185137	185137	-	1	5	1	1	0	2	1	PTRED.209.2.P71800001290820094
scf7180000129082	196432	196467	-	2	86	0.57	36	-2.44	1.01	0.01	NA
scf7180000129082	196618	196652	-	2	40	0.85	35	11.9	1.39	0.39	NA
scf7180000129082	196800	196822	-	2	138	0.87	23	-8.13	1.44	0.44	NA
scf7180000129082	196920	196920	-	1	5	1	1	0	2	1	NA
scf7180000129082	196997	196997	-	1	18	1	1	0	2	1	NA
scf7180000129082	197081	197081	-	1	14	1	1	0	2	1	NA
scf7180000129082	197585	197585	-	1	84	1	1	0	2	1	PTRED.209.2.P71800001290820101
scf7180000129082	197713	197716	-	2	27	0.67	4	-0.5	1.08	0.08	PTRED.209.2.P71800001290820101
scf7180000129082	200196	200196	-	1	7	1	1	0	2	1	NA
scf7180000129082	200468	200518	-	3	69	0.78	51	17.38	1.03	0.39	NA
scf7180000129082	200698	200739	-	3	336	0.76	42	11.9	1.04	0.4	NA
scf7180000129082	200916	200926	-	3	42	0.45	11	-2.36	0.55	0.09	PTRED.209.2.P71800001290820103
scf7180000129082	201508	201508	-	1	6	1	1	0	2	1	NA
scf7180000129085	6721	6721	+	1	12	1	1	0	2	1	NA
scf7180000129085	26993	27033	+	3	23	0.39	41	-3.74	0.43	0.01	PTRED.209.2.P71800001290850010
scf7180000129085	27206	27206	+	1	6	1	1	0	2	1	NA
scf7180000129085	27536	27536	+	1	11	1	1	0	2	1	NA
scf7180000129085	42916	42916	+	1	18	1	1	0	2	1	PTRED.209.2.P71800001290850018
scf7180000129085	43068	43068	+	1	6	1	1	0	2	1	NA
scf7180000129085	58633	58633	+	1	5	1	1	0	2	1	PTRED.209.2.P71800001290850025
scf7180000129085	58962	59042	+	4	116	0.28	81	-7.86	0.01	0.01	NA
scf7180000129085	59102	59103	+	2	45	0.82	2	-0.32	1.32	0.32	NA
scf7180000129085	59174	59182	+	2	283	0.64	9	1.09	1.05	0.05	NA
scf7180000129085	59263	59264	+	2	403	0.84	2	0.34	1.36	0.36	NA
scf7180000129085	59346	59383	+	3	33	0.48	38	-8.77	0.52	0.07	NA
scf7180000129085	59433	59433	+	1	6	1	1	0	2	1	NA
scf7180000129085	66469	66469	+	1	27	1	1	0	2	1	NA
