seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
scaffold_0001	640393	640395	-	2	325	0.98	3	0.96	1.87	0.87	PDODEC.274.1.P00010383
scaffold_0002	59819	59819	+	1	5	1	1	0	2	1	PDODEC.274.1.P00020044
scaffold_0002	89960	89960	+	1	5	1	1	0	2	1	PDODEC.274.1.P00020066
scaffold_0002	90476	90476	+	1	6	1	1	0	2	1	NA
scaffold_0002	90551	90551	+	1	5	1	1	0	2	1	NA
scaffold_0002	113930	113930	+	1	7	1	1	0	2	1	NA
scaffold_0002	136861	136861	+	1	10	1	1	0	2	1	PDODEC.274.1.P00020093
scaffold_0002	144607	144692	+	10	4009	0.93	86	-38.34	1.5	0.85	PDODEC.274.1.P00020100
scaffold_0002	144758	144827	+	5	39	0.31	70	3.65	-0.24	0.04	NA
scaffold_0002	144923	144923	+	1	12	1	1	0	2	1	NA
scaffold_0002	144972	144997	+	2	14	0.64	26	-3.57	1.06	0.06	NA
scaffold_0002	145148	145187	+	4	71	0.76	40	13.23	0.83	0.42	NA
scaffold_0002	145255	145306	+	9	120	0.15	52	-7.66	-1.08	0.03	NA
scaffold_0002	158144	158144	+	1	5	1	1	0	2	1	PDODEC.274.1.P00020108
scaffold_0002	182658	182658	+	1	6	1	1	0	2	1	PDODEC.274.1.P00020123
scaffold_0002	184325	184625	+	18	163	0.2	301	32.53	-1.94	0.06	NA
scaffold_0002	184689	184747	+	6	51	0.37	59	-11.25	-0.39	0.07	NA
scaffold_0002	261699	261699	+	1	9	1	1	0	2	1	PDODEC.274.1.P00020164
scaffold_0002	307388	307388	+	1	6	1	1	0	2	1	PDODEC.274.1.P00020196
scaffold_0002	311792	311840	+	6	98	0.62	49	-5.5	0.2	0.3	PDODEC.274.1.P00020200
scaffold_0002	311880	311925	+	3	45	0.42	46	-3.26	0.53	0.07	PDODEC.274.1.P00020200
scaffold_0002	312019	312019	+	1	9	1	1	0	2	1	NA
scaffold_0002	344583	344632	+	8	179	0.61	50	-15.08	-0.01	0.33	PDODEC.274.1.P00020223
scaffold_0002	344725	344755	+	2	25	0.52	31	-0.6	1	0	PDODEC.274.1.P00020223
scaffold_0002	344806	345016	+	16	183	0.19	211	8.98	-1.7	0.08	NA
scaffold_0002	345073	345073	+	1	11	1	1	0	2	1	NA
scaffold_0002	380776	380776	+	1	5	1	1	0	2	1	NA
scaffold_0002	388213	388215	+	2	10	0.5	3	0	1	0	PDODEC.274.1.P00020253
scaffold_0002	400930	400930	+	1	14	1	1	0	2	1	PDODEC.274.1.P00020264
scaffold_0002	401088	401088	+	1	5	1	1	0	2	1	PDODEC.274.1.P00020264
scaffold_0002	439439	439480	+	5	42	0.36	42	4.14	-0.19	0.06	PDODEC.274.1.P00020291
scaffold_0002	443296	443309	+	3	78	0.55	14	-4.62	0.68	0.17	PDODEC.274.1.P00020295
scaffold_0002	445932	445932	+	1	5	1	1	0	2	1	NA
scaffold_0002	473750	473750	+	1	8	1	1	0	2	1	NA
scaffold_0002	473976	473976	+	1	5	1	1	0	2	1	NA
scaffold_0002	490528	490694	+	11	322	0.75	167	-63.41	0.35	0.52	PDODEC.274.1.P00020328
scaffold_0002	490756	490804	+	4	32	0.31	49	4.75	0.02	0.01	NA
scaffold_0002	498290	498290	+	1	6	1	1	0	2	1	NA
scaffold_0002	499334	499334	+	1	5	1	1	0	2	1	NA
scaffold_0002	571623	571635	+	2	12	0.58	13	1	1.02	0.02	PDODEC.274.1.P00020376
scaffold_0002	30797	30797	-	1	5	1	1	0	2	1	NA
scaffold_0002	37737	37737	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020033
scaffold_0002	97934	97934	-	1	6	1	1	0	2	1	PDODEC.274.1.P00020071
scaffold_0002	108031	108031	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020078
scaffold_0002	108128	108151	-	3	18	0.39	24	3.94	0.43	0.01	PDODEC.274.1.P00020078
scaffold_0002	110754	110754	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020080
scaffold_0002	139739	139739	-	1	17	1	1	0	2	1	PDODEC.274.1.P00020095
scaffold_0002	142955	142955	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020098
scaffold_0002	151734	151734	-	1	6	1	1	0	2	1	PDODEC.274.1.P00020104
scaffold_0002	163085	163093	-	2	16	0.69	9	-1.5	1.1	0.1	PDODEC.274.1.P00020113
scaffold_0002	166837	166837	-	1	467	1	1	0	2	1	NA
scaffold_0002	173527	173527	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020118
scaffold_0002	173603	173603	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020118
scaffold_0002	208523	208523	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020133
scaffold_0002	225010	225055	-	3	18	0.39	46	0.56	0.43	0.01	NA
scaffold_0002	225105	225105	-	1	61	1	1	0	2	1	NA
scaffold_0002	231287	231287	-	1	5	1	1	0	2	1	NA
scaffold_0002	259317	259317	-	1	11	1	1	0	2	1	PDODEC.274.1.P00020162
scaffold_0002	261702	261702	-	1	10	1	1	0	2	1	PDODEC.274.1.P00020163
scaffold_0002	275349	275349	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020173
scaffold_0002	302852	302863	-	3	57	0.68	12	3.78	0.79	0.23	NA
scaffold_0002	302931	302931	-	1	5	1	1	0	2	1	NA
scaffold_0002	302971	302971	-	1	6	1	1	0	2	1	NA
scaffold_0002	303065	303097	-	2	14	0.64	33	-4.57	1.06	0.06	NA
scaffold_0002	303151	303214	-	4	24	0.33	64	-2.17	0.03	0.01	PDODEC.274.1.P00020191
scaffold_0002	303261	303320	-	8	634	0.58	60	2.81	0.51	0.5	PDODEC.274.1.P00020191
scaffold_0002	329217	329217	-	1	9	1	1	0	2	1	PDODEC.274.1.P00020210
scaffold_0002	361945	361945	-	1	5	1	1	0	2	1	NA
scaffold_0002	361992	361992	-	1	6	1	1	0	2	1	NA
scaffold_0002	362072	362133	-	3	23	0.48	62	0.93	0.49	0.05	NA
scaffold_0002	362231	362231	-	1	6	1	1	0	2	1	NA
scaffold_0002	362579	362637	-	4	26	0.35	59	-3.58	0.05	0.02	NA
scaffold_0002	362768	362825	-	3	18	0.39	58	-5.67	0.43	0.01	NA
scaffold_0002	362931	362931	-	1	7	1	1	0	2	1	NA
scaffold_0002	363825	363825	-	1	5	1	1	0	2	1	NA
scaffold_0002	363932	363952	-	2	12	0.58	21	1.67	1.02	0.02	NA
scaffold_0002	364067	364067	-	1	372	1	1	0	2	1	NA
scaffold_0002	364109	364109	-	1	7	1	1	0	2	1	NA
scaffold_0002	364787	364787	-	1	6	1	1	0	2	1	PDODEC.274.1.P00020233
scaffold_0002	386389	386389	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020250
scaffold_0002	394284	394284	-	1	5	1	1	0	2	1	NA
scaffold_0002	397946	397946	-	1	7	1	1	0	2	1	NA
scaffold_0002	399191	399191	-	1	7	1	1	0	2	1	NA
scaffold_0002	399880	399880	-	1	10	1	1	0	2	1	PDODEC.274.1.P00020262
scaffold_0002	412057	412057	-	1	11	1	1	0	2	1	PDODEC.274.1.P00020273
scaffold_0002	455860	455897	-	2	13	0.62	38	4.27	1.04	0.04	NA
scaffold_0002	459094	459094	-	1	20	1	1	0	2	1	PDODEC.274.1.P00020306
scaffold_0002	515769	515769	-	1	5	1	1	0	2	1	PDODEC.274.1.P00020341
scaffold_0002	515832	515832	-	1	313	1	1	0	2	1	PDODEC.274.1.P00020341
scaffold_0002	545224	545224	-	1	7	1	1	0	2	1	NA
scaffold_0002	548109	548121	-	3	99	0.55	13	2.97	0.58	0.1	PDODEC.274.1.P00020356
scaffold_0002	560350	560371	-	3	24	0.46	22	-0.62	0.47	0.03	NA
scaffold_0002	560512	560512	-	1	19	1	1	0	2	1	NA
scaffold_0002	560828	560828	-	1	13	1	1	0	2	1	PDODEC.274.1.P00020365
scaffold_0002	560888	560890	-	2	38	0.76	3	-0.53	1.21	0.21	PDODEC.274.1.P00020365
scaffold_0003	73099	73099	+	1	8	1	1	0	2	1	NA
scaffold_0003	94920	94920	+	1	5	1	1	0	2	1	NA
scaffold_0003	106730	106730	+	1	7	1	1	0	2	1	PDODEC.274.1.P00030062
scaffold_0003	135723	135723	+	1	5	1	1	0	2	1	NA
scaffold_0003	155361	155361	+	1	11	1	1	0	2	1	NA
scaffold_0003	155567	155567	+	1	5	1	1	0	2	1	NA
scaffold_0003	156098	156098	+	1	5	1	1	0	2	1	NA
scaffold_0003	156206	156255	+	5	65	0.63	50	-15.55	0.32	0.28	NA
scaffold_0003	164844	164844	+	1	5	1	1	0	2	1	NA
scaffold_0003	178578	178578	+	1	6	1	1	0	2	1	NA
scaffold_0003	234443	234443	+	1	6	1	1	0	2	1	PDODEC.274.1.P00030141
scaffold_0003	263940	263940	+	1	5	1	1	0	2	1	PDODEC.274.1.P00030159
scaffold_0003	346825	346825	+	1	10	1	1	0	2	1	NA
scaffold_0003	374321	374328	+	2	10	0.5	8	0	1	0	PDODEC.274.1.P00030204
scaffold_0003	374404	374404	+	1	5	1	1	0	2	1	PDODEC.274.1.P00030204
scaffold_0003	377082	377093	+	2	11	0.55	12	-0.5	1.01	0.01	PDODEC.274.1.P00030207
scaffold_0003	377149	377167	+	2	12	0.58	19	1.5	1.02	0.02	PDODEC.274.1.P00030207
scaffold_0003	377247	377247	+	1	7	1	1	0	2	1	NA
scaffold_0003	400270	400270	+	1	11	1	1	0	2	1	PDODEC.274.1.P00030222
scaffold_0003	408132	408132	+	1	6	1	1	0	2	1	NA
scaffold_0003	415555	415559	+	2	60	0.53	5	-0.13	1	0	PDODEC.274.1.P00030234
scaffold_0003	421194	421194	+	1	7	1	1	0	2	1	NA
scaffold_0003	421385	421385	+	1	7	1	1	0	2	1	NA
scaffold_0003	497148	497148	+	1	6	1	1	0	2	1	NA
scaffold_0003	500312	500312	+	1	7	1	1	0	2	1	NA
scaffold_0003	541641	541641	+	1	5	1	1	0	2	1	NA
scaffold_0003	560346	560348	+	2	16	0.62	3	0.25	1.05	0.05	PDODEC.274.1.P00030310
scaffold_0003	567955	567955	+	1	22	1	1	0	2	1	PDODEC.274.1.P00030317
scaffold_0003	573332	573335	+	2	16	0.56	4	-0.19	1.01	0.01	PDODEC.274.1.P00030321
scaffold_0003	573849	573849	+	1	12	1	1	0	2	1	NA
scaffold_0003	573898	573916	+	2	14	0.57	19	-1.29	1.01	0.01	NA
scaffold_0003	31705	31705	-	1	24	1	1	0	2	1	PDODEC.274.1.P00030015
scaffold_0003	60106	60106	-	1	6	1	1	0	2	1	PDODEC.274.1.P00030036
scaffold_0003	72579	72579	-	1	5	1	1	0	2	1	PDODEC.274.1.P00030040
scaffold_0003	82421	82421	-	1	5	1	1	0	2	1	PDODEC.274.1.P00030048
scaffold_0003	122050	122050	-	1	27	1	1	0	2	1	NA
scaffold_0003	147485	147485	-	1	5	1	1	0	2	1	NA
scaffold_0003	196876	196876	-	1	6	1	1	0	2	1	NA
scaffold_0003	330465	330465	-	1	5	1	1	0	2	1	NA
scaffold_0003	330783	330783	-	1	11	1	1	0	2	1	NA
scaffold_0003	382604	382604	-	1	118	1	1	0	2	1	NA
scaffold_0003	382667	382667	-	1	5	1	1	0	2	1	NA
scaffold_0003	382715	382715	-	1	6	1	1	0	2	1	NA
scaffold_0003	386693	386693	-	1	7	1	1	0	2	1	NA
scaffold_0003	386736	386736	-	1	6	1	1	0	2	1	NA
scaffold_0003	386795	386795	-	1	5	1	1	0	2	1	NA
scaffold_0003	386910	386910	-	1	15	1	1	0	2	1	NA
scaffold_0003	387075	387075	-	1	6	1	1	0	2	1	NA
scaffold_0003	397480	397480	-	1	6	1	1	0	2	1	NA
scaffold_0003	398450	398450	-	1	6	1	1	0	2	1	PDODEC.274.1.P00030219
scaffold_0003	399464	399464	-	1	9	1	1	0	2	1	PDODEC.274.1.P00030221
scaffold_0003	412305	412343	-	7	100	0.29	39	-5.93	-0.63	0.06	NA
scaffold_0003	412401	412604	-	15	141	0.16	204	-2.32	-1.75	0.04	NA
scaffold_0003	412655	412661	-	2	11	0.55	7	0.27	1.01	0.01	NA
scaffold_0003	447204	447204	-	1	5	1	1	0	2	1	NA
scaffold_0003	463490	463622	-	14	138	0.14	133	-6.7	-1.68	0.03	NA
scaffold_0003	463756	463756	-	1	5	1	1	0	2	1	NA
scaffold_0003	463859	463859	-	1	8	1	1	0	2	1	NA
scaffold_0003	464001	464053	-	3	18	0.39	53	-1.44	0.43	0.01	PDODEC.274.1.P00030264
scaffold_0003	464190	464197	-	3	153	0.79	8	2.39	1.13	0.45	PDODEC.274.1.P00030264
scaffold_0003	467456	467456	-	1	5	1	1	0	2	1	NA
scaffold_0003	551339	551339	-	1	6	1	1	0	2	1	NA
scaffold_0003	551585	551585	-	1	9	1	1	0	2	1	PDODEC.274.1.P00030304
scaffold_0003	551705	551732	-	4	46	0.37	28	0.15	0.15	0.08	PDODEC.274.1.P00030304
scaffold_0003	567532	567532	-	1	6	1	1	0	2	1	PDODEC.274.1.P00030316
scaffold_0003	567642	567650	-	2	17	0.71	9	-1.65	1.13	0.13	PDODEC.274.1.P00030316
scaffold_0004	10578	10578	+	1	10	1	1	0	2	1	PDODEC.274.1.P00040007
scaffold_0004	29549	29549	+	1	10	1	1	0	2	1	NA
scaffold_0004	29719	29719	+	1	5	1	1	0	2	1	NA
scaffold_0004	30106	30140	+	2	13	0.54	35	1.31	1	0	NA
scaffold_0004	30327	30327	+	1	8	1	1	0	2	1	NA
scaffold_0004	30544	30572	+	2	13	0.54	29	-1.08	1	0	NA
scaffold_0004	30665	30694	+	2	17	0.71	30	5.97	1.13	0.13	NA
scaffold_0004	30810	30828	+	2	14	0.57	19	1.29	1.01	0.01	NA
scaffold_0004	30930	30940	+	2	12	0.58	11	0.83	1.02	0.02	NA
scaffold_0004	31150	31150	+	1	5	1	1	0	2	1	NA
scaffold_0004	96136	96136	+	1	6	1	1	0	2	1	PDODEC.274.1.P00040057
scaffold_0004	106728	106728	+	1	12	1	1	0	2	1	NA
scaffold_0004	139946	139946	+	1	8	1	1	0	2	1	PDODEC.274.1.P00040088
scaffold_0004	148773	148773	+	1	9	1	1	0	2	1	PDODEC.274.1.P00040093
scaffold_0004	149742	149742	+	1	5	1	1	0	2	1	NA
scaffold_0004	181766	181766	+	1	8	1	1	0	2	1	PDODEC.274.1.P00040117
scaffold_0004	183870	183876	+	2	14	0.64	7	0.86	1.06	0.06	NA
scaffold_0004	256985	256992	+	2	32	0.78	8	-1.97	1.24	0.24	PDODEC.274.1.P00040162
scaffold_0004	257147	257147	+	1	5	1	1	0	2	1	NA
scaffold_0004	268654	268654	+	1	100	1	1	0	2	1	PDODEC.274.1.P00040171
scaffold_0004	304828	304829	+	2	59	0.92	2	-0.42	1.58	0.58	PDODEC.274.1.P00040191
scaffold_0004	305702	305702	+	1	7	1	1	0	2	1	NA
scaffold_0004	329677	329677	+	1	5	1	1	0	2	1	PDODEC.274.1.P00040205
scaffold_0004	334339	334339	+	1	10	1	1	0	2	1	PDODEC.274.1.P00040209
scaffold_0004	347766	347766	+	1	6	1	1	0	2	1	PDODEC.274.1.P00040217
scaffold_0004	348070	348092	+	2	10	0.5	23	0	1	0	NA
scaffold_0004	406360	406371	+	3	152	0.9	12	4.83	1.44	0.65	PDODEC.274.1.P00040250
scaffold_0004	406605	406758	+	16	171	0.16	154	19.2	-1.74	0.07	NA
scaffold_0004	406842	406980	+	20	387	0.29	139	-16.62	-1.66	0.15	NA
scaffold_0004	413113	413113	+	1	5	1	1	0	2	1	NA
scaffold_0004	6070	6070	-	1	7	1	1	0	2	1	PDODEC.274.1.P00040003
scaffold_0004	6122	6122	-	1	6	1	1	0	2	1	PDODEC.274.1.P00040003
scaffold_0004	34936	34936	-	1	5	1	1	0	2	1	NA
scaffold_0004	64694	64726	-	2	13	0.62	33	-3.69	1.04	0.04	NA
scaffold_0004	64900	64900	-	1	7	1	1	0	2	1	PDODEC.274.1.P00040036
scaffold_0004	65038	65050	-	3	126	0.79	13	4.16	1.07	0.41	PDODEC.274.1.P00040036
scaffold_0004	82149	82149	-	1	5	1	1	0	2	1	NA
scaffold_0004	88877	88877	-	1	7	1	1	0	2	1	NA
scaffold_0004	89774	89774	-	1	7	1	1	0	2	1	NA
scaffold_0004	172899	172899	-	1	5	1	1	0	2	1	NA
scaffold_0004	222248	222248	-	1	6	1	1	0	2	1	NA
scaffold_0004	228624	228624	-	1	12	1	1	0	2	1	NA
scaffold_0004	239338	239338	-	1	5	1	1	0	2	1	PDODEC.274.1.P00040152
scaffold_0004	242517	242517	-	1	8	1	1	0	2	1	PDODEC.274.1.P00040153
scaffold_0004	243418	243418	-	1	7	1	1	0	2	1	PDODEC.274.1.P00040154
scaffold_0004	245906	245906	-	1	8	1	1	0	2	1	PDODEC.274.1.P00040156
scaffold_0004	341618	341618	-	1	5	1	1	0	2	1	PDODEC.274.1.P00040213
scaffold_0004	367347	367347	-	1	5	1	1	0	2	1	NA
scaffold_0004	392228	392228	-	1	14	1	1	0	2	1	NA
scaffold_0004	392460	392501	-	3	19	0.37	42	3.55	0.43	0.01	NA
scaffold_0004	393393	393393	-	1	5	1	1	0	2	1	NA
scaffold_0004	393476	393476	-	1	6	1	1	0	2	1	PDODEC.274.1.P00040243
scaffold_0004	393626	393626	-	1	7	1	1	0	2	1	PDODEC.274.1.P00040243
scaffold_0004	461405	461405	-	1	6	1	1	0	2	1	NA
scaffold_0004	461459	461459	-	1	6	1	1	0	2	1	NA
scaffold_0004	461675	461675	-	1	5	1	1	0	2	1	NA
scaffold_0004	462293	462293	-	1	5	1	1	0	2	1	NA
scaffold_0004	462507	462523	-	2	12	0.58	17	-1.33	1.02	0.02	NA
scaffold_0004	463063	463063	-	1	5	1	1	0	2	1	PDODEC.274.1.P00040277
scaffold_0004	471190	471190	-	1	5	1	1	0	2	1	NA
scaffold_0004	471402	471402	-	1	7	1	1	0	2	1	NA
scaffold_0004	471640	471640	-	1	223	1	1	0	2	1	PDODEC.274.1.P00040282
scaffold_0004	490285	490285	-	1	5	1	1	0	2	1	NA
scaffold_0004	490353	490353	-	1	9	1	1	0	2	1	NA
scaffold_0004	490403	490404	-	2	21	0.67	2	-0.17	1.08	0.08	NA
scaffold_0004	490461	490587	-	9	59	0.19	127	-2.15	-1.11	0.02	NA
scaffold_0004	490634	490688	-	4	32	0.34	55	-4.81	0.06	0.03	NA
scaffold_0004	490733	490900	-	8	100	0.54	168	-36.5	-0.25	0.25	PDODEC.274.1.P00040294
scaffold_0004	490990	490994	-	3	206	0.92	5	-0.91	1.51	0.69	PDODEC.274.1.P00040294
scaffold_0005	23798	23798	+	1	6	1	1	0	2	1	NA
scaffold_0005	23840	23840	+	1	6	1	1	0	2	1	NA
scaffold_0005	37861	37861	+	1	5	1	1	0	2	1	PDODEC.274.1.P00050028
scaffold_0005	38358	38358	+	1	6	1	1	0	2	1	NA
scaffold_0005	38470	38491	+	2	16	0.69	22	3.94	1.1	0.1	NA
scaffold_0005	38536	38536	+	1	6	1	1	0	2	1	NA
scaffold_0005	38620	38626	+	2	12	0.58	7	-0.5	1.02	0.02	NA
scaffold_0005	38667	38667	+	1	7	1	1	0	2	1	NA
scaffold_0005	38727	38727	+	1	5	1	1	0	2	1	NA
scaffold_0005	39125	39127	+	2	24	0.58	3	-0.17	1.02	0.02	NA
scaffold_0005	39186	39623	+	55	566	0.07	438	50.97	-3.57	0.04	NA
scaffold_0005	39671	39672	+	2	149	0.86	2	0.36	1.41	0.41	NA
scaffold_0005	48268	48271	+	2	43	0.84	4	1.01	1.36	0.36	PDODEC.274.1.P00050034
scaffold_0005	56304	56304	+	1	5	1	1	0	2	1	NA
scaffold_0005	57924	57924	+	1	6	1	1	0	2	1	NA
scaffold_0005	57982	57982	+	1	5	1	1	0	2	1	NA
scaffold_0005	58026	58073	+	4	34	0.44	48	6.12	0.14	0.07	NA
scaffold_0005	58185	58209	+	2	17	0.71	25	-4.94	1.13	0.13	NA
