seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
scf7180000276655	294342	294348	+	2	58	0.67	7	-1.03	1.09	0.09	POCT.K8.1.G71800002766550167
scf7180000276655	32257	32259	-	2	10	0.5	3	0	1	0	POCT.K8.1.G71800002766550011
scf7180000276655	54172	54172	-	1	13	1	1	0	2	1	POCT.K8.1.G71800002766550028
scf7180000276655	80341	80341	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766550041
scf7180000276655	112641	112666	-	2	12	0.58	26	2.08	1.02	0.02	POCT.K8.1.G71800002766550058
scf7180000276655	114328	114328	-	1	21	1	1	0	2	1	NA
scf7180000276655	124973	124990	-	5	116	0.32	18	-0.78	-0.22	0.04	POCT.K8.1.G71800002766550065
scf7180000276655	139212	139212	-	1	5	1	1	0	2	1	NA
scf7180000276655	142686	142707	-	4	83	0.6	22	5.26	0.51	0.25	POCT.K8.1.G71800002766550072
scf7180000276655	164799	164799	-	1	8	1	1	0	2	1	POCT.K8.1.G71800002766550089
scf7180000276655	165156	165156	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766550090
scf7180000276655	165211	165256	-	10	629	0.52	46	-2.51	-0.22	0.33	POCT.K8.1.G71800002766550090
scf7180000276655	209515	209523	-	2	62	0.92	9	3.35	1.6	0.6	NA
scf7180000276655	209755	209767	-	3	100	0.49	13	0.64	0.51	0.06	POCT.K8.1.G71800002766550119
scf7180000276655	215202	215223	-	2	10	0.5	22	0	1	0	POCT.K8.1.G71800002766550122
scf7180000276655	215321	215347	-	6	603	0.72	27	-1.19	0.53	0.43	POCT.K8.1.G71800002766550122
scf7180000276655	221510	221519	-	3	67	0.4	10	-1.14	0.45	0.02	POCT.K8.1.G71800002766550127
scf7180000276655	285339	285340	-	2	11	0.55	2	-0.05	1.01	0.01	POCT.K8.1.G71800002766550159
scf7180000276655	293884	293900	-	3	135	0.81	17	-6.63	1.16	0.47	POCT.K8.1.G71800002766550166
scf7180000276655	302862	302862	-	1	108	1	1	0	2	1	POCT.K8.1.G71800002766550172
scf7180000276655	314472	314525	-	4	114	0.68	54	17.27	0.72	0.36	POCT.K8.1.G71800002766550178
scf7180000276655	320623	320623	-	1	5	1	1	0	2	1	NA
scf7180000276655	320869	320901	-	5	90	0.58	33	4.53	0.22	0.23	POCT.K8.1.G71800002766550183
scf7180000276655	322634	322645	-	4	117	0.66	12	-3.67	0.59	0.29	POCT.K8.1.G71800002766550184
scf7180000276655	345372	345372	-	1	64	1	1	0	2	1	POCT.K8.1.G71800002766550199
scf7180000276657	61254	61254	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570017
scf7180000276657	80460	80469	+	3	106	0.63	10	-0.07	0.7	0.18	POCT.K8.1.G71800002766570032
scf7180000276657	80652	80652	+	1	5	1	1	0	2	1	NA
scf7180000276657	94806	94821	+	2	16	0.62	16	1.88	1.05	0.05	POCT.K8.1.G71800002766570039
scf7180000276657	98797	98800	+	2	15	0.6	4	-0.3	1.03	0.03	NA
scf7180000276657	115032	115032	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570051
scf7180000276657	128801	128816	+	2	197	0.68	16	-2.7	1.1	0.1	POCT.K8.1.G71800002766570058
scf7180000276657	129312	129312	+	1	6	1	1	0	2	1	NA
scf7180000276657	129390	129390	+	1	5	1	1	0	2	1	NA
scf7180000276657	129917	129932	+	3	64	0.39	16	-2.11	0.43	0.01	POCT.K8.1.G71800002766570059
scf7180000276657	131623	131633	+	4	53	0.53	11	0.66	0.33	0.16	POCT.K8.1.G71800002766570061
scf7180000276657	140025	140025	+	1	7	1	1	0	2	1	POCT.K8.1.G71800002766570065
scf7180000276657	140281	140281	+	1	8	1	1	0	2	1	NA
scf7180000276657	196045	196045	+	1	9	1	1	0	2	1	NA
scf7180000276657	196694	196694	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570095
scf7180000276657	200986	200986	+	1	30	1	1	0	2	1	POCT.K8.1.G71800002766570097
scf7180000276657	205869	205869	+	1	7	1	1	0	2	1	POCT.K8.1.G71800002766570100
scf7180000276657	229702	229702	+	1	38	1	1	0	2	1	POCT.K8.1.G71800002766570111
scf7180000276657	262552	262552	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570124
scf7180000276657	263195	263195	+	1	5	1	1	0	2	1	NA
scf7180000276657	264843	264845	+	2	111	0.91	3	0.82	1.56	0.56	POCT.K8.1.G71800002766570126
scf7180000276657	268738	268741	+	3	149	0.56	4	0.54	0.7	0.18	POCT.K8.1.G71800002766570127
scf7180000276657	268806	268806	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570127
scf7180000276657	269161	269161	+	1	11	1	1	0	2	1	NA
scf7180000276657	269304	269304	+	1	5	1	1	0	2	1	NA
scf7180000276657	283250	283252	+	2	15	0.6	3	-0.2	1.03	0.03	POCT.K8.1.G71800002766570132
scf7180000276657	284762	284768	+	3	806	0.84	7	-1.43	1.23	0.52	POCT.K8.1.G71800002766570134
scf7180000276657	299386	299386	+	1	6	1	1	0	2	1	POCT.K8.1.G71800002766570143
scf7180000276657	334843	334890	+	4	167	0.68	48	19.59	0.73	0.36	POCT.K8.1.G71800002766570165
scf7180000276657	335033	335033	+	1	5	1	1	0	2	1	NA
scf7180000276657	335097	335097	+	1	10	1	1	0	2	1	NA
scf7180000276657	336948	336958	+	2	25	0.6	11	-1	1.03	0.03	POCT.K8.1.G71800002766570167
scf7180000276657	337512	337516	+	2	147	0.61	5	-0.42	1.03	0.03	POCT.K8.1.G71800002766570168
scf7180000276657	352888	352888	+	1	14	1	1	0	2	1	POCT.K8.1.G71800002766570179
scf7180000276657	353460	353460	+	1	6	1	1	0	2	1	NA
scf7180000276657	353590	353590	+	1	5	1	1	0	2	1	NA
scf7180000276657	357124	357124	+	1	6	1	1	0	2	1	POCT.K8.1.G71800002766570182
scf7180000276657	377438	377455	+	7	433	0.28	18	-2.25	-0.38	0.15	POCT.K8.1.G71800002766570194
scf7180000276657	377637	377637	+	1	5	1	1	0	2	1	NA
scf7180000276657	391959	391965	+	3	38	0.74	7	0	0.91	0.31	POCT.K8.1.G71800002766570204
scf7180000276657	441980	442038	+	17	2045	0.28	59	-14.97	-0.86	0.3	POCT.K8.1.G71800002766570231
scf7180000276657	442194	442194	+	1	5	1	1	0	2	1	NA
scf7180000276657	443664	443664	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570233
scf7180000276657	448156	448156	+	1	16	1	1	0	2	1	POCT.K8.1.G71800002766570236
scf7180000276657	466309	466309	+	1	13	1	1	0	2	1	NA
scf7180000276657	58236	58236	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766570014
scf7180000276657	80473	80473	-	1	17	1	1	0	2	1	POCT.K8.1.G71800002766570031
scf7180000276657	89467	89467	-	1	5	1	1	0	2	1	NA
scf7180000276657	89586	89586	-	1	8	1	1	0	2	1	NA
scf7180000276657	90509	90509	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766570037
scf7180000276657	114864	114864	-	1	10	1	1	0	2	1	POCT.K8.1.G71800002766570050
scf7180000276657	167067	167069	-	2	11	0.55	3	0.09	1.01	0.01	POCT.K8.1.G71800002766570081
scf7180000276657	204663	204702	-	2	36	0.86	40	-14.08	1.42	0.42	POCT.K8.1.G71800002766570098
scf7180000276657	222595	222597	-	2	52	0.87	3	-0.73	1.43	0.43	POCT.K8.1.G71800002766570106
scf7180000276657	224045	224066	-	7	322	0.34	22	3.43	-0.27	0.19	POCT.K8.1.G71800002766570107
scf7180000276657	245880	245880	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766570116
scf7180000276657	281189	281189	-	1	17	1	1	0	2	1	NA
scf7180000276657	308653	308734	-	7	116	0.31	82	14.3	-0.52	0.1	POCT.K8.1.G71800002766570150
scf7180000276657	310335	310335	-	1	60	1	1	0	2	1	POCT.K8.1.G71800002766570151
scf7180000276657	321897	321897	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570156
scf7180000276657	343872	343872	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766570171
scf7180000276657	351208	351208	-	1	5	1	1	0	2	1	NA
scf7180000276657	351675	351675	-	1	5	1	1	0	2	1	NA
scf7180000276657	351779	351779	-	1	6	1	1	0	2	1	NA
scf7180000276657	352146	352146	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766570177
scf7180000276657	367752	367752	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766570186
scf7180000276657	377347	377347	-	1	12	1	1	0	2	1	POCT.K8.1.G71800002766570193
scf7180000276657	388404	388408	-	2	23	0.52	5	0.09	1	0	POCT.K8.1.G71800002766570201
scf7180000276657	399814	399831	-	3	198	0.67	18	-5.19	0.77	0.22	POCT.K8.1.G71800002766570206
scf7180000276657	400732	400732	-	1	8	1	1	0	2	1	NA
scf7180000276657	400838	400838	-	1	8	1	1	0	2	1	NA
scf7180000276657	434704	434704	-	1	6	1	1	0	2	1	NA
scf7180000276657	435326	435326	-	1	15	1	1	0	2	1	POCT.K8.1.G71800002766570224
scf7180000276657	440748	440751	-	2	61	0.67	4	-0.52	1.09	0.09	POCT.K8.1.G71800002766570229
scf7180000276657	441628	441637	-	3	69	0.46	10	0.02	0.66	0.16	POCT.K8.1.G71800002766570230
scf7180000276657	446299	446303	-	2	43	0.7	5	0.79	1.12	0.12	POCT.K8.1.G71800002766570234
scf7180000276657	457403	457417	-	9	5103	0.95	15	2.82	1.6	0.87	POCT.K8.1.G71800002766570239
scf7180000276659	37702	37702	+	1	5	1	1	0	2	1	NA
scf7180000276659	42330	42336	+	3	39	0.54	7	-1.38	0.56	0.09	POCT.K8.1.G71800002766590020
scf7180000276659	44214	44214	+	1	5	1	1	0	2	1	NA
scf7180000276659	49256	49256	+	1	19	1	1	0	2	1	POCT.K8.1.G71800002766590025
scf7180000276659	58815	58843	+	7	116	0.41	29	2.46	-0.22	0.21	POCT.K8.1.G71800002766590033
scf7180000276659	65258	65258	+	1	24	1	1	0	2	1	POCT.K8.1.G71800002766590038
scf7180000276659	69320	69320	+	1	11	1	1	0	2	1	POCT.K8.1.G71800002766590042
scf7180000276659	81945	81945	+	1	7	1	1	0	2	1	POCT.K8.1.G71800002766590048
scf7180000276659	82009	82009	+	1	12	1	1	0	2	1	POCT.K8.1.G71800002766590048
scf7180000276659	110479	110479	+	1	26	1	1	0	2	1	POCT.K8.1.G71800002766590064
scf7180000276659	120508	120511	+	2	81	0.63	4	0.39	1.05	0.05	POCT.K8.1.G71800002766590071
scf7180000276659	123421	123421	+	1	11	1	1	0	2	1	POCT.K8.1.G71800002766590073
scf7180000276659	224929	224950	+	2	104	0.92	22	-8.88	1.61	0.61	POCT.K8.1.G71800002766590128
scf7180000276659	225000	225001	+	2	43	0.88	2	-0.38	1.48	0.48	POCT.K8.1.G71800002766590128
scf7180000276659	249632	249663	+	4	257	0.89	32	12.08	1.38	0.69	POCT.K8.1.G71800002766590144
scf7180000276659	250384	250415	+	3	48	0.75	32	-10.02	0.94	0.33	POCT.K8.1.G71800002766590146
scf7180000276659	26913	26931	-	2	20	0.65	19	-2.7	1.07	0.07	POCT.K8.1.G71800002766590009
scf7180000276659	41770	41770	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766590018
scf7180000276659	53152	53152	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766590028
scf7180000276659	55289	55289	-	1	11	1	1	0	2	1	NA
scf7180000276659	56155	56155	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766590030
scf7180000276659	79760	79823	-	14	1737	0.43	64	24.96	-0.31	0.39	NA
scf7180000276659	126770	126776	-	3	163	0.46	7	-0.56	0.56	0.09	POCT.K8.1.G71800002766590075
scf7180000276659	140028	140028	-	1	15	1	1	0	2	1	POCT.K8.1.G71800002766590083
scf7180000276659	146703	146703	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766590087
scf7180000276659	169593	169605	-	5	166	0.69	13	4.28	0.61	0.4	POCT.K8.1.G71800002766590105
scf7180000276659	186429	186429	-	1	52	1	1	0	2	1	POCT.K8.1.G71800002766590114
scf7180000276659	205636	205636	-	1	6	1	1	0	2	1	NA
scf7180000276659	205939	205939	-	1	39	1	1	0	2	1	POCT.K8.1.G71800002766590117
scf7180000276659	253856	253856	-	1	8	1	1	0	2	1	POCT.K8.1.G71800002766590147
scf7180000276659	258193	258208	-	4	98	0.43	16	-1.26	0.29	0.14	POCT.K8.1.G71800002766590150
scf7180000276659	270545	270545	-	1	5	1	1	0	2	1	NA
scf7180000276659	278934	278934	-	1	7	1	1	0	2	1	POCT.K8.1.G71800002766590164
scf7180000276659	283526	283528	-	2	82	0.73	3	0.46	1.16	0.16	POCT.K8.1.G71800002766590167
scf7180000276662	10622	10622	+	1	14	1	1	0	2	1	POCT.K8.1.G71800002766620005
scf7180000276662	15769	15769	+	1	6	1	1	0	2	1	POCT.K8.1.G71800002766620008
scf7180000276662	73629	73629	+	1	16	1	1	0	2	1	POCT.K8.1.G71800002766620037
scf7180000276662	79224	79227	+	3	33	0.67	4	-0.8	0.75	0.21	POCT.K8.1.G71800002766620039
scf7180000276662	89498	89514	+	7	533	0.32	17	0.08	-0.45	0.13	POCT.K8.1.G71800002766620046
scf7180000276662	107882	107888	+	5	158	0.38	7	0.75	0.12	0.19	POCT.K8.1.G71800002766620058
scf7180000276662	145411	145416	+	2	19	0.68	6	0.92	1.1	0.1	POCT.K8.1.G71800002766620078
scf7180000276662	172737	172741	+	3	20	0.35	5	-0.1	0.42	0	NA
scf7180000276662	178080	178080	+	1	10	1	1	0	2	1	POCT.K8.1.G71800002766620093
scf7180000276662	178140	178140	+	1	7	1	1	0	2	1	POCT.K8.1.G71800002766620093
scf7180000276662	178539	178539	+	1	5	1	1	0	2	1	NA
scf7180000276662	209342	209342	+	1	5	1	1	0	2	1	NA
scf7180000276662	255080	255089	+	2	16	0.56	10	-0.56	1.01	0.01	POCT.K8.1.G71800002766620133
scf7180000276662	257031	257031	+	1	5	1	1	0	2	1	NA
scf7180000276662	279908	279908	+	1	12	1	1	0	2	1	NA
scf7180000276662	280093	280093	+	1	48	1	1	0	2	1	NA
scf7180000276662	303254	303254	+	1	66	1	1	0	2	1	POCT.K8.1.G71800002766620162
scf7180000276662	343620	343620	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766620184
scf7180000276662	361567	361567	+	1	5	1	1	0	2	1	NA
scf7180000276662	379233	379233	+	1	57	1	1	0	2	1	POCT.K8.1.G71800002766620202
scf7180000276662	391543	391543	+	1	51	1	1	0	2	1	POCT.K8.1.G71800002766620208
scf7180000276662	392013	392021	+	2	22	0.77	9	-2.18	1.23	0.23	NA
scf7180000276662	394749	394749	+	1	15	1	1	0	2	1	POCT.K8.1.G71800002766620210
scf7180000276662	396953	396964	+	7	1632	0.58	12	-2.81	0.46	0.45	POCT.K8.1.G71800002766620211
scf7180000276662	403089	403089	+	1	29	1	1	0	2	1	POCT.K8.1.G71800002766620213
scf7180000276662	20272	20278	-	2	44	0.75	7	1.5	1.19	0.19	POCT.K8.1.G71800002766620010
scf7180000276662	26774	26807	-	4	74	0.72	34	10.18	0.71	0.35	POCT.K8.1.G71800002766620013
scf7180000276662	45626	45627	-	2	10	0.5	2	0	1	0	NA
scf7180000276662	45729	45739	-	8	1403	0.24	11	-0.46	-0.66	0.11	POCT.K8.1.G71800002766620019
scf7180000276662	52422	52457	-	6	311	0.5	36	12.26	0.09	0.26	POCT.K8.1.G71800002766620021
scf7180000276662	69718	69734	-	4	86	0.33	17	-0.47	0.12	0.06	POCT.K8.1.G71800002766620033
scf7180000276662	90767	90767	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766620047
scf7180000276662	101910	101910	-	1	11	1	1	0	2	1	POCT.K8.1.G71800002766620053
scf7180000276662	163563	163563	-	1	57	1	1	0	2	1	NA
scf7180000276662	163645	163669	-	3	22	0.45	25	5.64	0.47	0.04	NA
scf7180000276662	163771	163870	-	32	5614	0.31	100	30.59	-1.23	0.35	POCT.K8.1.G71800002766620085
scf7180000276662	221972	221972	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766620113
scf7180000276662	230998	231019	-	3	717	0.92	22	10.06	1.55	0.72	POCT.K8.1.G71800002766620120
scf7180000276662	242449	242449	-	1	107	1	1	0	2	1	POCT.K8.1.G71800002766620125
scf7180000276662	251631	251631	-	1	19	1	1	0	2	1	POCT.K8.1.G71800002766620130
scf7180000276662	263763	263763	-	1	5	1	1	0	2	1	NA
scf7180000276662	264506	264510	-	2	25	0.56	5	-0.24	1.01	0.01	POCT.K8.1.G71800002766620136
scf7180000276662	273399	273399	-	1	22	1	1	0	2	1	POCT.K8.1.G71800002766620140
scf7180000276662	305284	305306	-	5	168	0.32	23	3.3	-0.23	0.04	POCT.K8.1.G71800002766620163
scf7180000276662	322889	322891	-	2	32	0.69	3	-0.38	1.1	0.1	POCT.K8.1.G71800002766620172
scf7180000276662	340834	340843	-	4	252	0.54	10	-1.04	0.48	0.24	POCT.K8.1.G71800002766620181
scf7180000276662	384896	384909	-	2	88	0.94	14	5.76	1.69	0.69	POCT.K8.1.G71800002766620203
scf7180000276666	40054	40054	+	1	17	1	1	0	2	1	POCT.K8.1.G71800002766660022
scf7180000276666	74367	74367	+	1	5	1	1	0	2	1	NA
scf7180000276666	93603	93609	+	2	10	0.5	7	0	1	0	POCT.K8.1.G71800002766660043
scf7180000276666	129232	129232	+	1	18	1	1	0	2	1	POCT.K8.1.G71800002766660058
scf7180000276666	132099	132099	+	1	93	1	1	0	2	1	POCT.K8.1.G71800002766660061
scf7180000276666	140231	140231	+	1	11	1	1	0	2	1	POCT.K8.1.G71800002766660069
scf7180000276666	181055	181055	+	1	33	1	1	0	2	1	POCT.K8.1.G71800002766660093
scf7180000276666	190956	190964	+	2	40	0.8	9	2.4	1.28	0.28	POCT.K8.1.G71800002766660103
scf7180000276666	16805	16810	-	2	63	0.92	6	2.1	1.6	0.6	POCT.K8.1.G71800002766660008
scf7180000276666	27442	27442	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766660013
scf7180000276666	36150	36150	-	1	11	1	1	0	2	1	POCT.K8.1.G71800002766660019
scf7180000276666	43713	43713	-	1	7	1	1	0	2	1	NA
scf7180000276666	69145	69145	-	1	32	1	1	0	2	1	POCT.K8.1.G71800002766660034
scf7180000276666	105064	105064	-	1	10	1	1	0	2	1	NA
scf7180000276666	105319	105319	-	1	13	1	1	0	2	1	NA
scf7180000276666	134193	134193	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766660063
scf7180000276666	134458	134458	-	1	34	1	1	0	2	1	NA
scf7180000276666	139800	139804	-	2	67	0.93	5	1.7	1.62	0.62	NA
scf7180000276666	144083	144118	-	2	11	0.55	36	-1.59	1.01	0.01	NA
scf7180000276666	144473	144473	-	1	5	1	1	0	2	1	NA
scf7180000276666	144925	144925	-	1	13	1	1	0	2	1	NA
scf7180000276666	156841	156841	-	1	7	1	1	0	2	1	NA
scf7180000276666	156913	156973	-	5	58	0.59	61	12.41	0.21	0.23	NA
scf7180000276666	157086	157086	-	1	5	1	1	0	2	1	NA
scf7180000276666	157158	157158	-	1	5	1	1	0	2	1	NA
scf7180000276666	157613	157613	-	1	32	1	1	0	2	1	POCT.K8.1.G71800002766660079
scf7180000276666	168395	168395	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766660084
scf7180000276666	173288	173306	-	2	15	0.53	19	-0.6	1	0	NA
scf7180000276666	173394	173394	-	1	7	1	1	0	2	1	NA
scf7180000276666	174218	174218	-	1	10	1	1	0	2	1	NA
scf7180000276666	176094	176094	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766660089
scf7180000276666	176192	176214	-	6	1135	0.85	23	1.04	1.08	0.64	POCT.K8.1.G71800002766660089
scf7180000276666	187489	187489	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766660098
scf7180000276666	192929	192929	-	1	77	1	1	0	2	1	POCT.K8.1.G71800002766660104
scf7180000276675	23688	23688	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750010
scf7180000276675	23842	23842	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750010
scf7180000276675	29962	29965	+	3	51	0.51	4	0.26	0.51	0.06	POCT.K8.1.G71800002766750015
scf7180000276675	35578	35578	+	1	28	1	1	0	2	1	POCT.K8.1.G71800002766750019
scf7180000276675	42697	42697	+	1	7	1	1	0	2	1	POCT.K8.1.G71800002766750024
scf7180000276675	60940	60940	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750035
scf7180000276675	91606	91609	+	2	12	0.58	4	0.25	1.02	0.02	NA
scf7180000276675	109801	109830	+	8	480	0.42	30	-8.76	-0.39	0.2	POCT.K8.1.G71800002766750063
scf7180000276675	124551	124551	+	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750073
scf7180000276675	130190	130193	+	3	92	0.52	4	-0.89	0.73	0.2	POCT.K8.1.G71800002766750076
scf7180000276675	147564	147574	+	2	12	0.58	11	-0.83	1.02	0.02	POCT.K8.1.G71800002766750085
scf7180000276675	177859	177869	+	3	201	0.81	11	-0.72	1.18	0.48	POCT.K8.1.G71800002766750100
scf7180000276675	177923	177923	+	1	7	1	1	0	2	1	POCT.K8.1.G71800002766750100
scf7180000276675	179126	179126	+	1	5	1	1	0	2	1	NA
scf7180000276675	214001	214014	+	2	37	0.68	14	-2.28	1.09	0.09	POCT.K8.1.G71800002766750118
scf7180000276675	223352	223365	+	4	169	0.58	14	-4	0.58	0.29	POCT.K8.1.G71800002766750123
scf7180000276675	269202	269202	+	1	38	1	1	0	2	1	POCT.K8.1.G71800002766750149
scf7180000276675	274903	274903	+	1	11	1	1	0	2	1	POCT.K8.1.G71800002766750153
scf7180000276675	282702	282707	+	2	18	0.67	6	0.83	1.08	0.08	POCT.K8.1.G71800002766750159
scf7180000276675	285346	285346	+	1	6	1	1	0	2	1	NA
scf7180000276675	291991	291991	+	1	34	1	1	0	2	1	POCT.K8.1.G71800002766750162
scf7180000276675	312866	312869	+	3	91	0.82	4	0.31	1.17	0.48	POCT.K8.1.G71800002766750171
scf7180000276675	355977	355981	+	3	30	0.6	5	0.6	0.63	0.14	POCT.K8.1.G71800002766750194
scf7180000276675	363787	363787	+	1	24	1	1	0	2	1	POCT.K8.1.G71800002766750200
scf7180000276675	419644	419644	+	1	11	1	1	0	2	1	POCT.K8.1.G71800002766750226
scf7180000276675	431145	431145	+	1	12	1	1	0	2	1	POCT.K8.1.G71800002766750232
scf7180000276675	458757	458757	+	1	7	1	1	0	2	1	POCT.K8.1.G71800002766750250
scf7180000276675	459581	459585	+	3	50	0.78	5	0.74	1.02	0.38	POCT.K8.1.G71800002766750251
scf7180000276675	459758	459783	+	5	109	0.25	26	2.07	-0.29	0.02	POCT.K8.1.G71800002766750251
scf7180000276675	26249	26256	-	3	29	0.62	8	0.43	0.67	0.16	POCT.K8.1.G71800002766750011
scf7180000276675	31556	31556	-	1	16	1	1	0	2	1	POCT.K8.1.G71800002766750016
scf7180000276675	47392	47392	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750027
scf7180000276675	48194	48194	-	1	6	1	1	0	2	1	NA
scf7180000276675	48957	48975	-	4	268	0.85	19	8.09	1.23	0.62	POCT.K8.1.G71800002766750028
scf7180000276675	51584	51584	-	1	14	1	1	0	2	1	POCT.K8.1.G71800002766750029
scf7180000276675	57843	57855	-	3	74	0.51	13	3.57	0.63	0.13	POCT.K8.1.G71800002766750032
scf7180000276675	66409	66411	-	2	42	0.88	3	0.76	1.47	0.47	POCT.K8.1.G71800002766750038
scf7180000276675	96993	97006	-	5	170	0.6	14	-2.09	0.31	0.27	POCT.K8.1.G71800002766750054
scf7180000276675	150490	150490	-	1	6	1	1	0	2	1	NA
scf7180000276675	150958	150958	-	1	21	1	1	0	2	1	POCT.K8.1.G71800002766750086
scf7180000276675	160860	160860	-	1	13	1	1	0	2	1	POCT.K8.1.G71800002766750092
scf7180000276675	177737	177737	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750099
scf7180000276675	192178	192178	-	1	8	1	1	0	2	1	POCT.K8.1.G71800002766750104
scf7180000276675	197465	197465	-	1	5	1	1	0	2	1	NA
scf7180000276675	198967	198967	-	1	37	1	1	0	2	1	NA
scf7180000276675	199073	199073	-	1	20	1	1	0	2	1	NA
scf7180000276675	199228	199280	-	20	2454	0.51	53	6.26	-0.63	0.39	POCT.K8.1.G71800002766750109
scf7180000276675	233984	233984	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750129
scf7180000276675	234597	234617	-	5	90	0.52	21	3.09	0.29	0.26	POCT.K8.1.G71800002766750130
scf7180000276675	237428	237428	-	1	7	1	1	0	2	1	POCT.K8.1.G71800002766750132
scf7180000276675	241631	241631	-	1	5	1	1	0	2	1	POCT.K8.1.G71800002766750135
scf7180000276675	281870	281870	-	1	5	1	1	0	2	1	NA
scf7180000276675	282002	282002	-	1	10	1	1	0	2	1	NA
scf7180000276675	282051	282051	-	1	8	1	1	0	2	1	POCT.K8.1.G71800002766750158
scf7180000276675	282099	282099	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766750158
scf7180000276675	282164	282184	-	3	335	0.73	21	7.18	0.9	0.31	POCT.K8.1.G71800002766750158
scf7180000276675	282245	282245	-	1	23	1	1	0	2	1	POCT.K8.1.G71800002766750158
scf7180000276675	293858	293868	-	2	78	0.91	11	4.1	1.56	0.56	POCT.K8.1.G71800002766750163
scf7180000276675	304349	304349	-	1	6	1	1	0	2	1	POCT.K8.1.G71800002766750167
scf7180000276675	304419	304419	-	1	8	1	1	0	2	1	POCT.K8.1.G71800002766750167
