seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
scaffold_0001	564949	564949	+	1	25	1	1	0	2	1	PJENN.M.1.G00010342
scaffold_0001	564996	564996	+	1	12	1	1	0	2	1	PJENN.M.1.G00010342
scaffold_0001	565116	565133	+	4	14	0.29	18	4.07	0.01	0.01	NA
scaffold_0001	570642	570642	+	1	3	1	1	0	2	1	PJENN.M.1.G00010346
scaffold_0001	577580	577580	+	1	3	1	1	0	2	1	PJENN.M.1.G00010350
scaffold_0001	640000	640000	+	1	31	1	1	0	2	1	PJENN.M.1.G00010381
scaffold_0001	640294	640294	+	1	3	1	1	0	2	1	NA
scaffold_0001	642291	642291	+	1	3	1	1	0	2	1	PJENN.M.1.G00010382
scaffold_0001	651431	651537	+	29	3948	0.56	107	-39.61	-0.21	0.55	PJENN.M.1.G00010388
scaffold_0001	651587	651610	+	3	31	0.77	24	-6.79	1.01	0.37	PJENN.M.1.G00010388
scaffold_0001	651642	651642	+	1	3	1	1	0	2	1	NA
scaffold_0001	662759	662759	+	1	8	1	1	0	2	1	PJENN.M.1.G00010393
scaffold_0001	705113	705132	+	6	47	0.47	20	-5.54	-0.11	0.18	PJENN.M.1.G00010407
scaffold_0001	705749	705749	+	1	5	1	1	0	2	1	NA
scaffold_0001	771075	771080	+	2	18	0.5	6	0	1	0	PJENN.M.1.G00010428
scaffold_0001	778901	778901	+	1	3	1	1	0	2	1	PJENN.M.1.G00010434
scaffold_0001	781016	781016	+	1	3	1	1	0	2	1	NA
scaffold_0001	783274	783274	+	1	4	1	1	0	2	1	NA
scaffold_0001	793255	793255	+	1	3	1	1	0	2	1	NA
scaffold_0001	793418	793418	+	1	19	1	1	0	2	1	NA
scaffold_0001	793460	793460	+	1	4	1	1	0	2	1	NA
scaffold_0001	793512	793512	+	1	3	1	1	0	2	1	NA
scaffold_0001	793564	793580	+	2	7	0.57	17	1.14	1.01	0.01	NA
scaffold_0001	793612	793616	+	2	18	0.72	5	-0.89	1.15	0.15	NA
scaffold_0001	793696	793699	+	2	14	0.5	4	0	1	0	NA
scaffold_0001	793725	793725	+	1	7	1	1	0	2	1	NA
scaffold_0001	793780	793780	+	1	3	1	1	0	2	1	NA
scaffold_0001	793891	793891	+	1	3	1	1	0	2	1	NA
scaffold_0001	796094	796094	+	1	3	1	1	0	2	1	NA
scaffold_0001	796582	796582	+	1	4	1	1	0	2	1	NA
scaffold_0001	796736	796736	+	1	3	1	1	0	2	1	NA
scaffold_0001	797155	797155	+	1	4	1	1	0	2	1	NA
scaffold_0001	797834	797858	+	2	9	0.67	25	-4	1.08	0.08	NA
scaffold_0001	798325	798325	+	1	4	1	1	0	2	1	NA
scaffold_0001	798491	798491	+	1	3	1	1	0	2	1	NA
scaffold_0001	799554	799554	+	1	3	1	1	0	2	1	NA
scaffold_0001	800110	800110	+	1	3	1	1	0	2	1	NA
scaffold_0001	802228	802228	+	1	3	1	1	0	2	1	NA
scaffold_0001	802342	802342	+	1	3	1	1	0	2	1	NA
scaffold_0001	803440	803440	+	1	3	1	1	0	2	1	NA
scaffold_0001	803928	803928	+	1	3	1	1	0	2	1	NA
scaffold_0001	804028	804028	+	1	3	1	1	0	2	1	NA
scaffold_0001	804611	804630	+	2	11	0.64	20	2.59	1.05	0.05	NA
scaffold_0001	805562	805562	+	1	3	1	1	0	2	1	NA
scaffold_0001	805976	805976	+	1	3	1	1	0	2	1	NA
scaffold_0001	806240	806240	+	1	4	1	1	0	2	1	NA
scaffold_0001	4465	4465	-	1	3	1	1	0	2	1	NA
scaffold_0001	5097	5097	-	1	9	1	1	0	2	1	PJENN.M.1.G00010001
scaffold_0001	23471	23471	-	1	3	1	1	0	2	1	NA
scaffold_0001	41857	41874	-	2	9	0.56	18	0.94	1.01	0.01	PJENN.M.1.G00010021
scaffold_0001	59095	59095	-	1	7	1	1	0	2	1	PJENN.M.1.G00010033
scaffold_0001	60746	60746	-	1	3	1	1	0	2	1	PJENN.M.1.G00010034
scaffold_0001	81010	81010	-	1	5	1	1	0	2	1	NA
scaffold_0001	81064	81064	-	1	3	1	1	0	2	1	NA
scaffold_0001	81138	81140	-	2	15	0.8	3	-0.6	1.28	0.28	NA
scaffold_0001	81174	81174	-	1	4	1	1	0	2	1	NA
scaffold_0001	81332	81394	-	14	730	0.48	63	-2.47	0	0.48	PJENN.M.1.G00010044
scaffold_0001	81844	81844	-	1	3	1	1	0	2	1	PJENN.M.1.G00010045
scaffold_0001	83773	83773	-	1	3	1	1	0	2	1	NA
scaffold_0001	84360	84366	-	3	60	0.58	7	1.43	0.76	0.22	PJENN.M.1.G00010047
scaffold_0001	102448	102448	-	1	3	1	1	0	2	1	PJENN.M.1.G00010058
scaffold_0001	102510	102512	-	2	21	0.86	3	-0.71	1.41	0.41	PJENN.M.1.G00010058
scaffold_0001	118559	118559	-	1	36	1	1	0	2	1	PJENN.M.1.G00010068
scaffold_0001	124044	124044	-	1	88	1	1	0	2	1	PJENN.M.1.G00010071
scaffold_0001	140638	140638	-	1	3	1	1	0	2	1	PJENN.M.1.G00010084
scaffold_0001	161778	161792	-	2	13	0.69	15	-2.69	1.11	0.11	PJENN.M.1.G00010100
scaffold_0001	173513	173513	-	1	4	1	1	0	2	1	NA
scaffold_0001	173730	173730	-	1	12	1	1	0	2	1	PJENN.M.1.G00010109
scaffold_0001	173779	173788	-	4	355	0.61	10	1.97	0.92	0.46	PJENN.M.1.G00010109
scaffold_0001	175441	175441	-	1	3	1	1	0	2	1	PJENN.M.1.G00010110
scaffold_0001	175577	175583	-	2	27	0.89	7	-2.33	1.5	0.5	PJENN.M.1.G00010110
scaffold_0001	176386	176388	-	2	6	0.5	3	0	1	0	NA
scaffold_0001	176471	176471	-	1	3	1	1	0	2	1	NA
scaffold_0001	177167	177167	-	1	4	1	1	0	2	1	PJENN.M.1.G00010111
scaffold_0001	177231	177235	-	2	22	0.73	5	0.91	1.15	0.15	PJENN.M.1.G00010111
scaffold_0001	179847	179847	-	1	4	1	1	0	2	1	PJENN.M.1.G00010112
scaffold_0001	224060	224060	-	1	20	1	1	0	2	1	PJENN.M.1.G00010128
scaffold_0001	239401	239401	-	1	7	1	1	0	2	1	PJENN.M.1.G00010140
scaffold_0001	250497	250500	-	2	8	0.62	4	0.38	1.05	0.05	PJENN.M.1.G00010149
scaffold_0001	268317	268317	-	1	5	1	1	0	2	1	PJENN.M.1.G00010158
scaffold_0001	274497	274497	-	1	3	1	1	0	2	1	NA
scaffold_0001	274541	274541	-	1	3	1	1	0	2	1	NA
scaffold_0001	274665	274665	-	1	3	1	1	0	2	1	NA
scaffold_0001	275125	275125	-	1	9	1	1	0	2	1	PJENN.M.1.G00010162
scaffold_0001	286051	286051	-	1	16	1	1	0	2	1	PJENN.M.1.G00010169
scaffold_0001	292074	292074	-	1	4	1	1	0	2	1	PJENN.M.1.G00010174
scaffold_0001	305352	305357	-	2	10	0.7	6	-1	1.12	0.12	PJENN.M.1.G00010178
scaffold_0001	325172	325172	-	1	3	1	1	0	2	1	PJENN.M.1.G00010193
scaffold_0001	337373	337373	-	1	3	1	1	0	2	1	NA
scaffold_0001	337942	337947	-	2	27	0.81	6	-1.57	1.31	0.31	PJENN.M.1.G00010201
scaffold_0001	352711	352711	-	1	3	1	1	0	2	1	PJENN.M.1.G00010208
scaffold_0001	376776	376776	-	1	3	1	1	0	2	1	NA
scaffold_0001	376880	376880	-	1	3	1	1	0	2	1	PJENN.M.1.G00010226
scaffold_0001	410483	410483	-	1	3	1	1	0	2	1	PJENN.M.1.G00010242
scaffold_0001	415361	415361	-	1	12	1	1	0	2	1	PJENN.M.1.G00010246
scaffold_0001	432938	432938	-	1	10	1	1	0	2	1	NA
scaffold_0001	438849	438849	-	1	3	1	1	0	2	1	NA
scaffold_0001	440360	440360	-	1	7	1	1	0	2	1	NA
scaffold_0001	441582	441582	-	1	6	1	1	0	2	1	PJENN.M.1.G00010263
scaffold_0001	458383	458387	-	2	13	0.77	5	-1.08	1.22	0.22	PJENN.M.1.G00010273
scaffold_0001	478439	478443	-	2	12	0.67	5	-0.67	1.08	0.08	PJENN.M.1.G00010286
scaffold_0001	484437	484437	-	1	4	1	1	0	2	1	NA
scaffold_0001	511367	511373	-	3	31	0.48	7	1.68	0.54	0.08	PJENN.M.1.G00010306
scaffold_0001	518369	518369	-	1	3	1	1	0	2	1	PJENN.M.1.G00010315
scaffold_0001	566051	566051	-	1	6	1	1	0	2	1	NA
scaffold_0001	566195	566195	-	1	9	1	1	0	2	1	NA
scaffold_0001	566244	566292	-	5	22	0.32	49	-1.36	-0.24	0.03	NA
scaffold_0001	566389	566409	-	2	6	0.5	21	0	1	0	NA
scaffold_0001	566447	566447	-	1	3	1	1	0	2	1	NA
scaffold_0001	566502	566522	-	3	18	0.5	21	0.33	0.54	0.08	NA
scaffold_0001	566564	566564	-	1	6	1	1	0	2	1	NA
scaffold_0001	566785	566793	-	3	33	0.64	9	1.82	0.69	0.17	PJENN.M.1.G00010343
scaffold_0001	580204	580204	-	1	7	1	1	0	2	1	PJENN.M.1.G00010351
scaffold_0001	586795	586795	-	1	5	1	1	0	2	1	NA
scaffold_0001	592468	592468	-	1	3	1	1	0	2	1	NA
scaffold_0001	600563	600563	-	1	3	1	1	0	2	1	NA
scaffold_0001	600895	600895	-	1	5	1	1	0	2	1	NA
scaffold_0001	606768	606768	-	1	6	1	1	0	2	1	PJENN.M.1.G00010365
scaffold_0001	638789	638789	-	1	3	1	1	0	2	1	NA
scaffold_0001	638946	638946	-	1	4	1	1	0	2	1	PJENN.M.1.G00010379
scaffold_0001	639023	639023	-	1	13	1	1	0	2	1	PJENN.M.1.G00010379
scaffold_0001	645794	645794	-	1	4	1	1	0	2	1	NA
scaffold_0001	649780	649780	-	1	3	1	1	0	2	1	NA
scaffold_0001	650128	650128	-	1	3	1	1	0	2	1	PJENN.M.1.G00010386
scaffold_0001	650287	650287	-	1	16	1	1	0	2	1	PJENN.M.1.G00010386
scaffold_0001	651432	651448	-	2	10	0.7	17	-3.2	1.12	0.12	PJENN.M.1.G00010387
scaffold_0001	668125	668129	-	2	8	0.62	5	-0.5	1.05	0.05	PJENN.M.1.G00010396
scaffold_0001	680657	680657	-	1	5	1	1	0	2	1	NA
scaffold_0001	686225	686225	-	1	4	1	1	0	2	1	NA
scaffold_0001	691470	691470	-	1	4	1	1	0	2	1	NA
scaffold_0001	693345	693345	-	1	6	1	1	0	2	1	NA
scaffold_0001	695832	695832	-	1	5	1	1	0	2	1	NA
scaffold_0001	704548	704548	-	1	8	1	1	0	2	1	PJENN.M.1.G00010406
scaffold_0001	746982	746982	-	1	3	1	1	0	2	1	PJENN.M.1.G00010417
scaffold_0001	764882	764882	-	1	3	1	1	0	2	1	PJENN.M.1.G00010423
scaffold_0001	773333	773333	-	1	3	1	1	0	2	1	NA
scaffold_0001	773857	773879	-	7	340	0.79	23	-1.21	0.8	0.57	PJENN.M.1.G00010430
scaffold_0002	4805	4805	+	1	3	1	1	0	2	1	NA
scaffold_0002	6224	6224	+	1	4	1	1	0	2	1	NA
scaffold_0002	59624	59624	+	1	4	1	1	0	2	1	PJENN.M.1.G00020035
scaffold_0002	85511	85511	+	1	4	1	1	0	2	1	PJENN.M.1.G00020054
scaffold_0002	91618	91618	+	1	13	1	1	0	2	1	PJENN.M.1.G00020058
scaffold_0002	91932	91932	+	1	4	1	1	0	2	1	NA
scaffold_0002	92228	92231	+	2	10	0.7	4	-0.6	1.12	0.12	NA
scaffold_0002	95332	95332	+	1	7	1	1	0	2	1	NA
scaffold_0002	112318	112318	+	1	6	1	1	0	2	1	PJENN.M.1.G00020069
scaffold_0002	119071	119071	+	1	4	1	1	0	2	1	PJENN.M.1.G00020073
scaffold_0002	120755	120755	+	1	3	1	1	0	2	1	NA
scaffold_0002	127476	127485	+	2	6	0.5	10	0	1	0	PJENN.M.1.G00020077
scaffold_0002	129374	129374	+	1	4	1	1	0	2	1	NA
scaffold_0002	133297	133297	+	1	3	1	1	0	2	1	NA
scaffold_0002	171051	171062	+	2	51	0.88	12	-4.21	1.48	0.48	PJENN.M.1.G00020104
scaffold_0002	179402	179431	+	3	45	0.62	30	-7.59	0.79	0.24	PJENN.M.1.G00020110
scaffold_0002	179525	179525	+	1	8	1	1	0	2	1	PJENN.M.1.G00020110
scaffold_0002	179564	179564	+	1	4	1	1	0	2	1	PJENN.M.1.G00020110
scaffold_0002	179653	179653	+	1	7	1	1	0	2	1	NA
scaffold_0002	179696	179696	+	1	3	1	1	0	2	1	NA
scaffold_0002	180688	180689	+	2	25	0.88	2	0.38	1.47	0.47	PJENN.M.1.G00020111
scaffold_0002	180763	180763	+	1	3	1	1	0	2	1	PJENN.M.1.G00020111
scaffold_0002	180975	180975	+	1	3	1	1	0	2	1	NA
scaffold_0002	181020	181042	+	5	18	0.28	23	0.89	-0.29	0.01	NA
scaffold_0002	181131	181146	+	2	13	0.69	16	2.88	1.11	0.11	NA
scaffold_0002	216076	216076	+	1	3	1	1	0	2	1	PJENN.M.1.G00020136
scaffold_0002	239505	239505	+	1	6	1	1	0	2	1	PJENN.M.1.G00020152
scaffold_0002	244960	244960	+	1	5	1	1	0	2	1	NA
scaffold_0002	245009	245009	+	1	7	1	1	0	2	1	NA
scaffold_0002	264489	264489	+	1	3	1	1	0	2	1	PJENN.M.1.G00020164
scaffold_0002	289295	289295	+	1	3	1	1	0	2	1	NA
scaffold_0002	292154	292154	+	1	3	1	1	0	2	1	NA
scaffold_0002	302652	302656	+	4	44	0.48	5	0.16	0.38	0.19	PJENN.M.1.G00020184
scaffold_0002	326562	326579	+	2	9	0.67	18	2.83	1.08	0.08	PJENN.M.1.G00020195
scaffold_0002	340705	340709	+	2	7	0.57	5	-0.29	1.01	0.01	PJENN.M.1.G00020205
scaffold_0002	353865	353871	+	2	27	0.81	7	-1.89	1.31	0.31	PJENN.M.1.G00020212
scaffold_0002	369906	369910	+	2	11	0.73	5	0.91	1.15	0.15	PJENN.M.1.G00020226
scaffold_0002	381484	381516	+	4	71	0.68	33	-0.9	0.71	0.35	PJENN.M.1.G00020234
scaffold_0002	381627	381627	+	1	5	1	1	0	2	1	NA
scaffold_0002	388322	388327	+	2	89	0.85	6	-1.77	1.4	0.4	PJENN.M.1.G00020238
scaffold_0002	388618	388618	+	1	4	1	1	0	2	1	NA
scaffold_0002	405905	405928	+	5	241	0.94	24	-10.68	1.54	0.8	PJENN.M.1.G00020251
scaffold_0002	426290	426290	+	1	6	1	1	0	2	1	PJENN.M.1.G00020266
scaffold_0002	434273	434273	+	1	7	1	1	0	2	1	PJENN.M.1.G00020270
scaffold_0002	434328	434328	+	1	22	1	1	0	2	1	PJENN.M.1.G00020270
scaffold_0002	436448	436459	+	6	54	0.54	12	-2.44	-0.03	0.21	PJENN.M.1.G00020272
scaffold_0002	461416	461416	+	1	7	1	1	0	2	1	PJENN.M.1.G00020289
scaffold_0002	480496	480496	+	1	12	1	1	0	2	1	PJENN.M.1.G00020301
scaffold_0002	481298	481298	+	1	3	1	1	0	2	1	NA
scaffold_0002	481411	481444	+	4	22	0.45	34	-4.91	0.16	0.08	NA
scaffold_0002	481491	481505	+	2	11	0.73	15	-3.18	1.15	0.15	NA
scaffold_0002	481621	481621	+	1	3	1	1	0	2	1	NA
scaffold_0002	481685	481685	+	1	3	1	1	0	2	1	NA
scaffold_0002	481759	481820	+	6	22	0.27	62	5.86	-0.53	0.02	NA
scaffold_0002	481851	481851	+	1	8	1	1	0	2	1	NA
scaffold_0002	481884	481928	+	3	28	0.43	45	6.29	0.5	0.06	NA
scaffold_0002	505750	505797	+	11	333	0.32	48	-6.54	-0.56	0.26	PJENN.M.1.G00020317
scaffold_0002	505857	505857	+	1	3	1	1	0	2	1	PJENN.M.1.G00020317
scaffold_0002	505992	505993	+	2	9	0.67	2	0.17	1.08	0.08	NA
scaffold_0002	508896	508896	+	1	18	1	1	0	2	1	PJENN.M.1.G00020319
scaffold_0002	508926	508926	+	1	6	1	1	0	2	1	PJENN.M.1.G00020319
scaffold_0002	509225	509225	+	1	3	1	1	0	2	1	NA
scaffold_0002	516241	516252	+	3	42	0.86	12	-3	1.27	0.54	PJENN.M.1.G00020323
scaffold_0002	522313	522313	+	1	5	1	1	0	2	1	NA
scaffold_0002	530267	530284	+	4	13	0.31	18	-0.96	0.01	0.01	PJENN.M.1.G00020334
scaffold_0002	536061	536061	+	1	8	1	1	0	2	1	PJENN.M.1.G00020338
scaffold_0002	539669	539673	+	2	22	0.64	5	0.55	1.05	0.05	PJENN.M.1.G00020342
scaffold_0002	540124	540124	+	1	3	1	1	0	2	1	NA
scaffold_0002	541465	541465	+	1	3	1	1	0	2	1	PJENN.M.1.G00020343
scaffold_0002	520	535	-	2	7	0.57	16	-1.07	1.01	0.01	PJENN.M.1.G00020001
scaffold_0002	1959	1959	-	1	3	1	1	0	2	1	NA
scaffold_0002	25779	25779	-	1	4	1	1	0	2	1	NA
scaffold_0002	25817	25817	-	1	3	1	1	0	2	1	NA
scaffold_0002	25888	25910	-	2	6	0.5	23	0	1	0	NA
scaffold_0002	25958	25968	-	3	30	0.47	11	1.53	0.48	0.04	NA
scaffold_0002	26275	26281	-	3	135	0.9	7	2.79	1.47	0.66	PJENN.M.1.G00020015
scaffold_0002	26309	26309	-	1	3	1	1	0	2	1	PJENN.M.1.G00020015
scaffold_0002	71510	71510	-	1	3	1	1	0	2	1	PJENN.M.1.G00020043
scaffold_0002	74318	74339	-	8	154	0.31	22	-0.18	-0.6	0.13	PJENN.M.1.G00020045
scaffold_0002	75453	75463	-	3	179	0.82	11	4.36	1.18	0.49	PJENN.M.1.G00020046
scaffold_0002	76864	76864	-	1	8	1	1	0	2	1	NA
scaffold_0002	76917	76917	-	1	3	1	1	0	2	1	NA
scaffold_0002	76954	76954	-	1	4	1	1	0	2	1	NA
scaffold_0002	76981	76981	-	1	3	1	1	0	2	1	NA
scaffold_0002	77010	77010	-	1	3	1	1	0	2	1	NA
scaffold_0002	77046	77046	-	1	3	1	1	0	2	1	NA
scaffold_0002	81361	81361	-	1	3	1	1	0	2	1	PJENN.M.1.G00020050
scaffold_0002	148035	148035	-	1	4	1	1	0	2	1	NA
scaffold_0002	148287	148305	-	2	6	0.5	19	0	1	0	PJENN.M.1.G00020085
scaffold_0002	185284	185288	-	2	16	0.69	5	-0.75	1.1	0.1	PJENN.M.1.G00020114
scaffold_0002	187083	187093	-	2	28	0.82	11	-3.21	1.32	0.32	NA
scaffold_0002	193638	193638	-	1	3	1	1	0	2	1	PJENN.M.1.G00020121
scaffold_0002	222332	222332	-	1	20	1	1	0	2	1	PJENN.M.1.G00020140
scaffold_0002	227076	227076	-	1	3	1	1	0	2	1	PJENN.M.1.G00020145
scaffold_0002	239056	239059	-	2	272	0.88	4	1.15	1.48	0.48	PJENN.M.1.G00020151
scaffold_0002	258436	258436	-	1	3	1	1	0	2	1	NA
scaffold_0002	275619	275634	-	2	7	0.57	16	-1.07	1.01	0.01	PJENN.M.1.G00020165
scaffold_0002	284947	284957	-	4	29	0.69	11	-3.03	0.61	0.31	PJENN.M.1.G00020170
scaffold_0002	288617	288617	-	1	7	1	1	0	2	1	PJENN.M.1.G00020174
scaffold_0002	297441	297441	-	1	3	1	1	0	2	1	PJENN.M.1.G00020180
scaffold_0002	298183	298183	-	1	4	1	1	0	2	1	NA
scaffold_0002	348780	348808	-	8	290	0.71	29	6.43	0.47	0.49	PJENN.M.1.G00020207
scaffold_0002	359888	359907	-	4	67	0.84	20	-1.72	1.1	0.55	PJENN.M.1.G00020216
scaffold_0002	371857	371857	-	1	3	1	1	0	2	1	NA
scaffold_0002	373812	373812	-	1	4	1	1	0	2	1	NA
scaffold_0002	374060	374073	-	5	69	0.46	14	-2.44	0.13	0.2	PJENN.M.1.G00020229
scaffold_0002	417166	417166	-	1	4	1	1	0	2	1	PJENN.M.1.G00020259
scaffold_0002	421497	421497	-	1	5	1	1	0	2	1	PJENN.M.1.G00020261
scaffold_0002	453729	453729	-	1	13	1	1	0	2	1	PJENN.M.1.G00020282
scaffold_0002	529768	529768	-	1	3	1	1	0	2	1	NA
scaffold_0002	529854	529854	-	1	8	1	1	0	2	1	PJENN.M.1.G00020333
scaffold_0002	529932	529932	-	1	9	1	1	0	2	1	PJENN.M.1.G00020333
scaffold_0002	529994	530000	-	3	163	0.87	7	2.34	1.31	0.57	PJENN.M.1.G00020333
scaffold_0003	36067	36067	+	1	3	1	1	0	2	1	PJENN.M.1.G00030009
scaffold_0003	41460	41460	+	1	3	1	1	0	2	1	NA
scaffold_0003	50604	50604	+	1	36	1	1	0	2	1	PJENN.M.1.G00030013
scaffold_0003	87951	87951	+	1	3	1	1	0	2	1	NA
scaffold_0003	96719	96719	+	1	3	1	1	0	2	1	NA
scaffold_0003	116349	116349	+	1	3	1	1	0	2	1	PJENN.M.1.G00030047
scaffold_0003	116569	116569	+	1	4	1	1	0	2	1	PJENN.M.1.G00030048
scaffold_0003	119259	119259	+	1	3	1	1	0	2	1	PJENN.M.1.G00030050
scaffold_0003	123151	123151	+	1	3	1	1	0	2	1	NA
scaffold_0003	136856	136856	+	1	3	1	1	0	2	1	PJENN.M.1.G00030058
scaffold_0003	143885	143886	+	2	21	0.81	2	-0.31	1.3	0.3	PJENN.M.1.G00030064
scaffold_0003	149990	150041	+	7	91	0.38	52	-0.7	-0.25	0.2	PJENN.M.1.G00030068
scaffold_0003	150577	150609	+	6	155	0.58	33	2.53	0.21	0.31	PJENN.M.1.G00030069
scaffold_0003	151967	151967	+	1	3	1	1	0	2	1	NA
scaffold_0003	152702	152702	+	1	3	1	1	0	2	1	NA
scaffold_0003	153456	153456	+	1	3	1	1	0	2	1	NA
scaffold_0003	154343	154343	+	1	3	1	1	0	2	1	PJENN.M.1.G00030070
scaffold_0003	162920	162920	+	1	3	1	1	0	2	1	PJENN.M.1.G00030078
scaffold_0003	165703	165727	+	4	13	0.31	25	1.38	0.01	0.01	PJENN.M.1.G00030080
scaffold_0003	192795	192803	+	3	65	0.71	9	-0.06	0.84	0.27	PJENN.M.1.G00030099
scaffold_0003	194413	194413	+	1	3	1	1	0	2	1	NA
scaffold_0003	213743	213743	+	1	7	1	1	0	2	1	PJENN.M.1.G00030114
scaffold_0003	225185	225185	+	1	4	1	1	0	2	1	NA
scaffold_0003	238734	238734	+	1	3	1	1	0	2	1	NA
scaffold_0003	244226	244226	+	1	5	1	1	0	2	1	NA
scaffold_0003	257906	257906	+	1	3	1	1	0	2	1	PJENN.M.1.G00030133
scaffold_0003	268679	268679	+	1	4	1	1	0	2	1	NA
scaffold_0003	268783	268783	+	1	5	1	1	0	2	1	NA
scaffold_0003	282495	282495	+	1	3	1	1	0	2	1	NA
scaffold_0003	293424	293424	+	1	3	1	1	0	2	1	NA
scaffold_0003	294054	294054	+	1	9	1	1	0	2	1	PJENN.M.1.G00030154
scaffold_0003	294359	294359	+	1	4	1	1	0	2	1	NA
scaffold_0003	294996	294996	+	1	5	1	1	0	2	1	NA
scaffold_0003	299852	299852	+	1	3	1	1	0	2	1	PJENN.M.1.G00030156
scaffold_0003	308440	308446	+	3	16	0.44	7	-1.12	0.49	0.05	NA
scaffold_0003	309592	309601	+	2	16	0.75	10	-2.25	1.19	0.19	PJENN.M.1.G00030160
scaffold_0003	312746	312746	+	1	3	1	1	0	2	1	PJENN.M.1.G00030163
scaffold_0003	322790	322790	+	1	3	1	1	0	2	1	NA
scaffold_0003	322820	322820	+	1	3	1	1	0	2	1	NA
scaffold_0003	322874	322874	+	1	3	1	1	0	2	1	NA
scaffold_0003	353397	353422	+	6	47	0.28	26	2.44	-0.45	0.05	PJENN.M.1.G00030190
scaffold_0003	354498	354498	+	1	6	1	1	0	2	1	NA
scaffold_0003	354597	354597	+	1	3	1	1	0	2	1	NA
